"","geoCode","/m/012gx2"
"Alabama","US-AL",48
"Alaska","US-AK",53
"Arizona","US-AZ",58
"Arkansas","US-AR",50
"California","US-CA",56
"Colorado","US-CO",52
"Connecticut","US-CT",57
"Delaware","US-DE",85
"District of Columbia","US-DC",100
"Florida","US-FL",62
"Georgia","US-GA",47
"Hawaii","US-HI",43
"Idaho","US-ID",58
"Illinois","US-IL",57
"Indiana","US-IN",46
"Iowa","US-IA",57
"Kansas","US-KS",56
"Kentucky","US-KY",45
"Louisiana","US-LA",41
"Maine","US-ME",76
"Maryland","US-MD",52
"Massachusetts","US-MA",63
"Michigan","US-MI",74
"Minnesota","US-MN",67
"Mississippi","US-MS",42
"Missouri","US-MO",49
"Montana","US-MT",60
"Nebraska","US-NE",58
"Nevada","US-NV",49
"New Hampshire","US-NH",69
"New Jersey","US-NJ",68
"New Mexico","US-NM",48
"New York","US-NY",52
"North Carolina","US-NC",55
"North Dakota","US-ND",60
"Ohio","US-OH",67
"Oklahoma","US-OK",48
"Oregon","US-OR",60
"Pennsylvania","US-PA",76
"Rhode Island","US-RI",60
"South Carolina","US-SC",46
"South Dakota","US-SD",57
"Tennessee","US-TN",46
"Texas","US-TX",47
"Utah","US-UT",49
"Vermont","US-VT",70
"Virginia","US-VA",59
"Washington","US-WA",58
"West Virginia","US-WV",59
"Wisconsin","US-WI",89
"Wyoming","US-WY",54
