"","geoCode","/m/012gx2"
"Alabama","US-AL",62
"Alaska","US-AK",74
"Arizona","US-AZ",79
"Arkansas","US-AR",59
"California","US-CA",76
"Colorado","US-CO",79
"Connecticut","US-CT",87
"Delaware","US-DE",92
"District of Columbia","US-DC",97
"Florida","US-FL",82
"Georgia","US-GA",67
"Hawaii","US-HI",68
"Idaho","US-ID",70
"Illinois","US-IL",72
"Indiana","US-IN",76
"Iowa","US-IA",73
"Kansas","US-KS",67
"Kentucky","US-KY",67
"Louisiana","US-LA",55
"Maine","US-ME",85
"Maryland","US-MD",77
"Massachusetts","US-MA",94
"Michigan","US-MI",82
"Minnesota","US-MN",91
"Mississippi","US-MS",47
"Missouri","US-MO",68
"Montana","US-MT",73
"Nebraska","US-NE",71
"Nevada","US-NV",64
"New Hampshire","US-NH",83
"New Jersey","US-NJ",88
"New Mexico","US-NM",60
"New York","US-NY",80
"North Carolina","US-NC",76
"North Dakota","US-ND",78
"Ohio","US-OH",83
"Oklahoma","US-OK",66
"Oregon","US-OR",81
"Pennsylvania","US-PA",100
"Rhode Island","US-RI",76
"South Carolina","US-SC",64
"South Dakota","US-SD",69
"Tennessee","US-TN",68
"Texas","US-TX",65
"Utah","US-UT",73
"Vermont","US-VT",87
"Virginia","US-VA",83
"Washington","US-WA",91
"West Virginia","US-WV",74
"Wisconsin","US-WI",86
"Wyoming","US-WY",72
