"","geoCode","/m/012gx2"
"Alabama","US-AL",47
"Alaska","US-AK",53
"Arizona","US-AZ",45
"Arkansas","US-AR",46
"California","US-CA",46
"Colorado","US-CO",53
"Connecticut","US-CT",58
"Delaware","US-DE",77
"District of Columbia","US-DC",100
"Florida","US-FL",49
"Georgia","US-GA",52
"Hawaii","US-HI",41
"Idaho","US-ID",58
"Illinois","US-IL",59
"Indiana","US-IN",51
"Iowa","US-IA",74
"Kansas","US-KS",64
"Kentucky","US-KY",55
"Louisiana","US-LA",42
"Maine","US-ME",78
"Maryland","US-MD",62
"Massachusetts","US-MA",67
"Michigan","US-MI",65
"Minnesota","US-MN",75
"Mississippi","US-MS",43
"Missouri","US-MO",56
"Montana","US-MT",53
"Nebraska","US-NE",63
"Nevada","US-NV",44
"New Hampshire","US-NH",69
"New Jersey","US-NJ",58
"New Mexico","US-NM",42
"New York","US-NY",53
"North Carolina","US-NC",52
"North Dakota","US-ND",72
"Ohio","US-OH",59
"Oklahoma","US-OK",51
"Oregon","US-OR",56
"Pennsylvania","US-PA",68
"Rhode Island","US-RI",70
"South Carolina","US-SC",49
"South Dakota","US-SD",75
"Tennessee","US-TN",46
"Texas","US-TX",44
"Utah","US-UT",53
"Vermont","US-VT",72
"Virginia","US-VA",58
"Washington","US-WA",49
"West Virginia","US-WV",57
"Wisconsin","US-WI",64
"Wyoming","US-WY",50
