"","geoCode","/m/012gx2"
"Alabama","US-AL",71
"Alaska","US-AK",57
"Arizona","US-AZ",89
"Arkansas","US-AR",67
"California","US-CA",94
"Colorado","US-CO",73
"Connecticut","US-CT",87
"Delaware","US-DE",100
"District of Columbia","US-DC",86
"Florida","US-FL",78
"Georgia","US-GA",76
"Hawaii","US-HI",66
"Idaho","US-ID",63
"Illinois","US-IL",89
"Indiana","US-IN",73
"Iowa","US-IA",72
"Kansas","US-KS",67
"Kentucky","US-KY",70
"Louisiana","US-LA",66
"Maine","US-ME",72
"Maryland","US-MD",87
"Massachusetts","US-MA",85
"Michigan","US-MI",74
"Minnesota","US-MN",74
"Mississippi","US-MS",65
"Missouri","US-MO",67
"Montana","US-MT",57
"Nebraska","US-NE",73
"Nevada","US-NV",77
"New Hampshire","US-NH",75
"New Jersey","US-NJ",91
"New Mexico","US-NM",73
"New York","US-NY",80
"North Carolina","US-NC",75
"North Dakota","US-ND",57
"Ohio","US-OH",75
"Oklahoma","US-OK",69
"Oregon","US-OR",73
"Pennsylvania","US-PA",84
"Rhode Island","US-RI",87
"South Carolina","US-SC",71
"South Dakota","US-SD",57
"Tennessee","US-TN",71
"Texas","US-TX",86
"Utah","US-UT",71
"Vermont","US-VT",64
"Virginia","US-VA",74
"Washington","US-WA",81
"West Virginia","US-WV",66
"Wisconsin","US-WI",70
"Wyoming","US-WY",61
