"","geoCode","/m/012gx2"
"Alabama","US-AL",33
"Alaska","US-AK",44
"Arizona","US-AZ",43
"Arkansas","US-AR",39
"California","US-CA",48
"Colorado","US-CO",51
"Connecticut","US-CT",53
"Delaware","US-DE",85
"District of Columbia","US-DC",100
"Florida","US-FL",49
"Georgia","US-GA",37
"Hawaii","US-HI",40
"Idaho","US-ID",49
"Illinois","US-IL",50
"Indiana","US-IN",39
"Iowa","US-IA",42
"Kansas","US-KS",42
"Kentucky","US-KY",35
"Louisiana","US-LA",32
"Maine","US-ME",64
"Maryland","US-MD",59
"Massachusetts","US-MA",59
"Michigan","US-MI",51
"Minnesota","US-MN",53
"Mississippi","US-MS",29
"Missouri","US-MO",44
"Montana","US-MT",49
"Nebraska","US-NE",46
"Nevada","US-NV",39
"New Hampshire","US-NH",58
"New Jersey","US-NJ",57
"New Mexico","US-NM",44
"New York","US-NY",49
"North Carolina","US-NC",41
"North Dakota","US-ND",46
"Ohio","US-OH",48
"Oklahoma","US-OK",36
"Oregon","US-OR",55
"Pennsylvania","US-PA",63
"Rhode Island","US-RI",50
"South Carolina","US-SC",36
"South Dakota","US-SD",48
"Tennessee","US-TN",41
"Texas","US-TX",36
"Utah","US-UT",39
"Vermont","US-VT",58
"Virginia","US-VA",52
"Washington","US-WA",55
"West Virginia","US-WV",43
"Wisconsin","US-WI",61
"Wyoming","US-WY",39
