"","geoCode","/m/012gx2"
"Alabama","US-AL",36
"Alaska","US-AK",41
"Arizona","US-AZ",50
"Arkansas","US-AR",44
"California","US-CA",38
"Colorado","US-CO",46
"Connecticut","US-CT",53
"Delaware","US-DE",84
"District of Columbia","US-DC",100
"Florida","US-FL",43
"Georgia","US-GA",40
"Hawaii","US-HI",44
"Idaho","US-ID",54
"Illinois","US-IL",46
"Indiana","US-IN",46
"Iowa","US-IA",48
"Kansas","US-KS",41
"Kentucky","US-KY",45
"Louisiana","US-LA",37
"Maine","US-ME",64
"Maryland","US-MD",51
"Massachusetts","US-MA",56
"Michigan","US-MI",47
"Minnesota","US-MN",47
"Mississippi","US-MS",36
"Missouri","US-MO",45
"Montana","US-MT",70
"Nebraska","US-NE",45
"Nevada","US-NV",47
"New Hampshire","US-NH",65
"New Jersey","US-NJ",46
"New Mexico","US-NM",52
"New York","US-NY",35
"North Carolina","US-NC",39
"North Dakota","US-ND",51
"Ohio","US-OH",43
"Oklahoma","US-OK",42
"Oregon","US-OR",51
"Pennsylvania","US-PA",51
"Rhode Island","US-RI",43
"South Carolina","US-SC",42
"South Dakota","US-SD",43
"Tennessee","US-TN",42
"Texas","US-TX",34
"Utah","US-UT",47
"Vermont","US-VT",64
"Virginia","US-VA",47
"Washington","US-WA",48
"West Virginia","US-WV",49
"Wisconsin","US-WI",49
"Wyoming","US-WY",41
