"","geoCode","/m/012gx2"
"Alabama","US-AL",38
"Alaska","US-AK",42
"Arizona","US-AZ",57
"Arkansas","US-AR",47
"California","US-CA",49
"Colorado","US-CO",53
"Connecticut","US-CT",58
"Delaware","US-DE",78
"District of Columbia","US-DC",100
"Florida","US-FL",55
"Georgia","US-GA",39
"Hawaii","US-HI",42
"Idaho","US-ID",51
"Illinois","US-IL",47
"Indiana","US-IN",45
"Iowa","US-IA",51
"Kansas","US-KS",46
"Kentucky","US-KY",45
"Louisiana","US-LA",36
"Maine","US-ME",68
"Maryland","US-MD",49
"Massachusetts","US-MA",56
"Michigan","US-MI",51
"Minnesota","US-MN",52
"Mississippi","US-MS",35
"Missouri","US-MO",46
"Montana","US-MT",52
"Nebraska","US-NE",51
"Nevada","US-NV",47
"New Hampshire","US-NH",67
"New Jersey","US-NJ",52
"New Mexico","US-NM",48
"New York","US-NY",45
"North Carolina","US-NC",45
"North Dakota","US-ND",43
"Ohio","US-OH",52
"Oklahoma","US-OK",46
"Oregon","US-OR",59
"Pennsylvania","US-PA",64
"Rhode Island","US-RI",51
"South Carolina","US-SC",41
"South Dakota","US-SD",53
"Tennessee","US-TN",44
"Texas","US-TX",41
"Utah","US-UT",46
"Vermont","US-VT",65
"Virginia","US-VA",47
"Washington","US-WA",51
"West Virginia","US-WV",54
"Wisconsin","US-WI",59
"Wyoming","US-WY",44
