"","geoCode","/m/012gx2"
"Alabama","US-AL",37
"Alaska","US-AK",52
"Arizona","US-AZ",41
"Arkansas","US-AR",37
"California","US-CA",44
"Colorado","US-CO",42
"Connecticut","US-CT",48
"Delaware","US-DE",67
"District of Columbia","US-DC",100
"Florida","US-FL",44
"Georgia","US-GA",41
"Hawaii","US-HI",44
"Idaho","US-ID",49
"Illinois","US-IL",42
"Indiana","US-IN",39
"Iowa","US-IA",47
"Kansas","US-KS",40
"Kentucky","US-KY",37
"Louisiana","US-LA",37
"Maine","US-ME",51
"Maryland","US-MD",48
"Massachusetts","US-MA",48
"Michigan","US-MI",43
"Minnesota","US-MN",46
"Mississippi","US-MS",35
"Missouri","US-MO",41
"Montana","US-MT",52
"Nebraska","US-NE",45
"Nevada","US-NV",42
"New Hampshire","US-NH",51
"New Jersey","US-NJ",49
"New Mexico","US-NM",44
"New York","US-NY",48
"North Carolina","US-NC",42
"North Dakota","US-ND",40
"Ohio","US-OH",41
"Oklahoma","US-OK",43
"Oregon","US-OR",47
"Pennsylvania","US-PA",48
"Rhode Island","US-RI",53
"South Carolina","US-SC",42
"South Dakota","US-SD",41
"Tennessee","US-TN",39
"Texas","US-TX",40
"Utah","US-UT",36
"Vermont","US-VT",66
"Virginia","US-VA",50
"Washington","US-WA",45
"West Virginia","US-WV",46
"Wisconsin","US-WI",45
"Wyoming","US-WY",44
