"","geoCode","/m/012gx2"
"Alabama","US-AL",27
"Alaska","US-AK",36
"Arizona","US-AZ",28
"Arkansas","US-AR",28
"California","US-CA",23
"Colorado","US-CO",27
"Connecticut","US-CT",27
"Delaware","US-DE",44
"District of Columbia","US-DC",78
"Florida","US-FL",30
"Georgia","US-GA",23
"Hawaii","US-HI",24
"Idaho","US-ID",42
"Illinois","US-IL",27
"Indiana","US-IN",29
"Iowa","US-IA",30
"Kansas","US-KS",30
"Kentucky","US-KY",26
"Louisiana","US-LA",21
"Maine","US-ME",36
"Maryland","US-MD",32
"Massachusetts","US-MA",29
"Michigan","US-MI",29
"Minnesota","US-MN",31
"Mississippi","US-MS",22
"Missouri","US-MO",28
"Montana","US-MT",42
"Nebraska","US-NE",30
"Nevada","US-NV",26
"New Hampshire","US-NH",47
"New Jersey","US-NJ",28
"New Mexico","US-NM",32
"New York","US-NY",25
"North Carolina","US-NC",26
"North Dakota","US-ND",37
"Ohio","US-OH",29
"Oklahoma","US-OK",29
"Oregon","US-OR",61
"Pennsylvania","US-PA",32
"Rhode Island","US-RI",33
"South Carolina","US-SC",28
"South Dakota","US-SD",33
"Tennessee","US-TN",28
"Texas","US-TX",24
"Utah","US-UT",27
"Vermont","US-VT",35
"Virginia","US-VA",29
"Washington","US-WA",100
"West Virginia","US-WV",33
"Wisconsin","US-WI",32
"Wyoming","US-WY",34
