"","geoCode","/m/012gx2"
"Alabama","US-AL",25
"Alaska","US-AK",30
"Arizona","US-AZ",29
"Arkansas","US-AR",25
"California","US-CA",26
"Colorado","US-CO",27
"Connecticut","US-CT",32
"Delaware","US-DE",50
"District of Columbia","US-DC",100
"Florida","US-FL",24
"Georgia","US-GA",22
"Hawaii","US-HI",21
"Idaho","US-ID",29
"Illinois","US-IL",27
"Indiana","US-IN",26
"Iowa","US-IA",29
"Kansas","US-KS",29
"Kentucky","US-KY",27
"Louisiana","US-LA",23
"Maine","US-ME",82
"Maryland","US-MD",32
"Massachusetts","US-MA",33
"Michigan","US-MI",29
"Minnesota","US-MN",50
"Mississippi","US-MS",22
"Missouri","US-MO",28
"Montana","US-MT",36
"Nebraska","US-NE",25
"Nevada","US-NV",27
"New Hampshire","US-NH",41
"New Jersey","US-NJ",28
"New Mexico","US-NM",30
"New York","US-NY",26
"North Carolina","US-NC",24
"North Dakota","US-ND",23
"Ohio","US-OH",27
"Oklahoma","US-OK",26
"Oregon","US-OR",30
"Pennsylvania","US-PA",30
"Rhode Island","US-RI",30
"South Carolina","US-SC",25
"South Dakota","US-SD",28
"Tennessee","US-TN",24
"Texas","US-TX",20
"Utah","US-UT",26
"Vermont","US-VT",34
"Virginia","US-VA",30
"Washington","US-WA",28
"West Virginia","US-WV",29
"Wisconsin","US-WI",27
"Wyoming","US-WY",32
