"","geoCode","/m/012gx2"
"Alabama","US-AL",46
"Alaska","US-AK",47
"Arizona","US-AZ",59
"Arkansas","US-AR",51
"California","US-CA",51
"Colorado","US-CO",54
"Connecticut","US-CT",62
"Delaware","US-DE",96
"District of Columbia","US-DC",100
"Florida","US-FL",64
"Georgia","US-GA",47
"Hawaii","US-HI",49
"Idaho","US-ID",52
"Illinois","US-IL",50
"Indiana","US-IN",50
"Iowa","US-IA",50
"Kansas","US-KS",53
"Kentucky","US-KY",48
"Louisiana","US-LA",43
"Maine","US-ME",69
"Maryland","US-MD",57
"Massachusetts","US-MA",57
"Michigan","US-MI",52
"Minnesota","US-MN",53
"Mississippi","US-MS",39
"Missouri","US-MO",50
"Montana","US-MT",54
"Nebraska","US-NE",55
"Nevada","US-NV",47
"New Hampshire","US-NH",71
"New Jersey","US-NJ",61
"New Mexico","US-NM",49
"New York","US-NY",55
"North Carolina","US-NC",50
"North Dakota","US-ND",41
"Ohio","US-OH",50
"Oklahoma","US-OK",50
"Oregon","US-OR",65
"Pennsylvania","US-PA",69
"Rhode Island","US-RI",63
"South Carolina","US-SC",46
"South Dakota","US-SD",60
"Tennessee","US-TN",48
"Texas","US-TX",51
"Utah","US-UT",51
"Vermont","US-VT",82
"Virginia","US-VA",54
"Washington","US-WA",59
"West Virginia","US-WV",51
"Wisconsin","US-WI",60
"Wyoming","US-WY",64
