"","geoCode","/m/012gx2"
"Alabama","US-AL",30
"Alaska","US-AK",37
"Arizona","US-AZ",45
"Arkansas","US-AR",35
"California","US-CA",38
"Colorado","US-CO",41
"Connecticut","US-CT",48
"Delaware","US-DE",60
"District of Columbia","US-DC",100
"Florida","US-FL",41
"Georgia","US-GA",31
"Hawaii","US-HI",33
"Idaho","US-ID",40
"Illinois","US-IL",36
"Indiana","US-IN",36
"Iowa","US-IA",38
"Kansas","US-KS",36
"Kentucky","US-KY",34
"Louisiana","US-LA",35
"Maine","US-ME",53
"Maryland","US-MD",43
"Massachusetts","US-MA",44
"Michigan","US-MI",40
"Minnesota","US-MN",44
"Mississippi","US-MS",28
"Missouri","US-MO",38
"Montana","US-MT",33
"Nebraska","US-NE",39
"Nevada","US-NV",36
"New Hampshire","US-NH",51
"New Jersey","US-NJ",41
"New Mexico","US-NM",53
"New York","US-NY",36
"North Carolina","US-NC",36
"North Dakota","US-ND",44
"Ohio","US-OH",38
"Oklahoma","US-OK",35
"Oregon","US-OR",47
"Pennsylvania","US-PA",51
"Rhode Island","US-RI",45
"South Carolina","US-SC",33
"South Dakota","US-SD",37
"Tennessee","US-TN",36
"Texas","US-TX",35
"Utah","US-UT",38
"Vermont","US-VT",47
"Virginia","US-VA",38
"Washington","US-WA",42
"West Virginia","US-WV",39
"Wisconsin","US-WI",47
"Wyoming","US-WY",35
