"","geoCode","/m/012gx2"
"Alabama","US-AL",56
"Alaska","US-AK",59
"Arizona","US-AZ",61
"Arkansas","US-AR",55
"California","US-CA",53
"Colorado","US-CO",51
"Connecticut","US-CT",59
"Delaware","US-DE",79
"District of Columbia","US-DC",100
"Florida","US-FL",61
"Georgia","US-GA",50
"Hawaii","US-HI",45
"Idaho","US-ID",62
"Illinois","US-IL",54
"Indiana","US-IN",50
"Iowa","US-IA",60
"Kansas","US-KS",57
"Kentucky","US-KY",55
"Louisiana","US-LA",47
"Maine","US-ME",71
"Maryland","US-MD",67
"Massachusetts","US-MA",68
"Michigan","US-MI",61
"Minnesota","US-MN",64
"Mississippi","US-MS",48
"Missouri","US-MO",52
"Montana","US-MT",71
"Nebraska","US-NE",60
"Nevada","US-NV",49
"New Hampshire","US-NH",67
"New Jersey","US-NJ",66
"New Mexico","US-NM",56
"New York","US-NY",62
"North Carolina","US-NC",55
"North Dakota","US-ND",61
"Ohio","US-OH",66
"Oklahoma","US-OK",55
"Oregon","US-OR",54
"Pennsylvania","US-PA",75
"Rhode Island","US-RI",62
"South Carolina","US-SC",51
"South Dakota","US-SD",64
"Tennessee","US-TN",57
"Texas","US-TX",50
"Utah","US-UT",49
"Vermont","US-VT",62
"Virginia","US-VA",63
"Washington","US-WA",63
"West Virginia","US-WV",66
"Wisconsin","US-WI",64
"Wyoming","US-WY",69
