"","geoCode","/m/012gx2"
"Alabama","US-AL",44
"Alaska","US-AK",54
"Arizona","US-AZ",49
"Arkansas","US-AR",45
"California","US-CA",46
"Colorado","US-CO",50
"Connecticut","US-CT",57
"Delaware","US-DE",67
"District of Columbia","US-DC",100
"Florida","US-FL",52
"Georgia","US-GA",53
"Hawaii","US-HI",49
"Idaho","US-ID",53
"Illinois","US-IL",51
"Indiana","US-IN",48
"Iowa","US-IA",54
"Kansas","US-KS",50
"Kentucky","US-KY",48
"Louisiana","US-LA",39
"Maine","US-ME",68
"Maryland","US-MD",50
"Massachusetts","US-MA",56
"Michigan","US-MI",52
"Minnesota","US-MN",54
"Mississippi","US-MS",39
"Missouri","US-MO",49
"Montana","US-MT",64
"Nebraska","US-NE",51
"Nevada","US-NV",48
"New Hampshire","US-NH",64
"New Jersey","US-NJ",54
"New Mexico","US-NM",54
"New York","US-NY",47
"North Carolina","US-NC",50
"North Dakota","US-ND",50
"Ohio","US-OH",50
"Oklahoma","US-OK",50
"Oregon","US-OR",56
"Pennsylvania","US-PA",53
"Rhode Island","US-RI",51
"South Carolina","US-SC",46
"South Dakota","US-SD",56
"Tennessee","US-TN",47
"Texas","US-TX",44
"Utah","US-UT",46
"Vermont","US-VT",65
"Virginia","US-VA",52
"Washington","US-WA",52
"West Virginia","US-WV",53
"Wisconsin","US-WI",50
"Wyoming","US-WY",57
