"","geoCode","/m/012gx2"
"Alabama","US-AL",40
"Alaska","US-AK",49
"Arizona","US-AZ",44
"Arkansas","US-AR",39
"California","US-CA",41
"Colorado","US-CO",43
"Connecticut","US-CT",44
"Delaware","US-DE",63
"District of Columbia","US-DC",100
"Florida","US-FL",43
"Georgia","US-GA",34
"Hawaii","US-HI",36
"Idaho","US-ID",42
"Illinois","US-IL",40
"Indiana","US-IN",39
"Iowa","US-IA",42
"Kansas","US-KS",41
"Kentucky","US-KY",41
"Louisiana","US-LA",35
"Maine","US-ME",54
"Maryland","US-MD",44
"Massachusetts","US-MA",41
"Michigan","US-MI",42
"Minnesota","US-MN",43
"Mississippi","US-MS",36
"Missouri","US-MO",43
"Montana","US-MT",53
"Nebraska","US-NE",44
"Nevada","US-NV",40
"New Hampshire","US-NH",50
"New Jersey","US-NJ",41
"New Mexico","US-NM",43
"New York","US-NY",42
"North Carolina","US-NC",35
"North Dakota","US-ND",40
"Ohio","US-OH",40
"Oklahoma","US-OK",43
"Oregon","US-OR",46
"Pennsylvania","US-PA",56
"Rhode Island","US-RI",46
"South Carolina","US-SC",40
"South Dakota","US-SD",44
"Tennessee","US-TN",41
"Texas","US-TX",37
"Utah","US-UT",41
"Vermont","US-VT",51
"Virginia","US-VA",43
"Washington","US-WA",40
"West Virginia","US-WV",52
"Wisconsin","US-WI",44
"Wyoming","US-WY",54
