"","geoCode","/m/012gx2"
"Alabama","US-AL",73
"Alaska","US-AK",92
"Arizona","US-AZ",72
"Arkansas","US-AR",75
"California","US-CA",60
"Colorado","US-CO",69
"Connecticut","US-CT",78
"Delaware","US-DE",93
"District of Columbia","US-DC",90
"Florida","US-FL",72
"Georgia","US-GA",74
"Hawaii","US-HI",60
"Idaho","US-ID",90
"Illinois","US-IL",71
"Indiana","US-IN",68
"Iowa","US-IA",76
"Kansas","US-KS",76
"Kentucky","US-KY",70
"Louisiana","US-LA",56
"Maine","US-ME",79
"Maryland","US-MD",62
"Massachusetts","US-MA",75
"Michigan","US-MI",77
"Minnesota","US-MN",69
"Mississippi","US-MS",60
"Missouri","US-MO",72
"Montana","US-MT",93
"Nebraska","US-NE",73
"Nevada","US-NV",66
"New Hampshire","US-NH",100
"New Jersey","US-NJ",80
"New Mexico","US-NM",70
"New York","US-NY",59
"North Carolina","US-NC",73
"North Dakota","US-ND",88
"Ohio","US-OH",81
"Oklahoma","US-OK",78
"Oregon","US-OR",71
"Pennsylvania","US-PA",91
"Rhode Island","US-RI",77
"South Carolina","US-SC",74
"South Dakota","US-SD",82
"Tennessee","US-TN",76
"Texas","US-TX",66
"Utah","US-UT",69
"Vermont","US-VT",72
"Virginia","US-VA",75
"Washington","US-WA",69
"West Virginia","US-WV",82
"Wisconsin","US-WI",71
"Wyoming","US-WY",99
