"","geoCode","/m/012gx2"
"Alabama","US-AL",66
"Alaska","US-AK",75
"Arizona","US-AZ",65
"Arkansas","US-AR",69
"California","US-CA",58
"Colorado","US-CO",67
"Connecticut","US-CT",68
"Delaware","US-DE",70
"District of Columbia","US-DC",100
"Florida","US-FL",64
"Georgia","US-GA",62
"Hawaii","US-HI",56
"Idaho","US-ID",75
"Illinois","US-IL",63
"Indiana","US-IN",70
"Iowa","US-IA",66
"Kansas","US-KS",62
"Kentucky","US-KY",70
"Louisiana","US-LA",56
"Maine","US-ME",79
"Maryland","US-MD",63
"Massachusetts","US-MA",65
"Michigan","US-MI",73
"Minnesota","US-MN",71
"Mississippi","US-MS",56
"Missouri","US-MO",71
"Montana","US-MT",78
"Nebraska","US-NE",69
"Nevada","US-NV",53
"New Hampshire","US-NH",72
"New Jersey","US-NJ",63
"New Mexico","US-NM",64
"New York","US-NY",58
"North Carolina","US-NC",62
"North Dakota","US-ND",76
"Ohio","US-OH",73
"Oklahoma","US-OK",71
"Oregon","US-OR",69
"Pennsylvania","US-PA",76
"Rhode Island","US-RI",69
"South Carolina","US-SC",59
"South Dakota","US-SD",78
"Tennessee","US-TN",69
"Texas","US-TX",59
"Utah","US-UT",62
"Vermont","US-VT",65
"Virginia","US-VA",67
"Washington","US-WA",66
"West Virginia","US-WV",84
"Wisconsin","US-WI",67
"Wyoming","US-WY",84
