"","geoCode","/m/012gx2"
"Alabama","US-AL",34
"Alaska","US-AK",42
"Arizona","US-AZ",40
"Arkansas","US-AR",41
"California","US-CA",35
"Colorado","US-CO",40
"Connecticut","US-CT",42
"Delaware","US-DE",63
"District of Columbia","US-DC",100
"Florida","US-FL",37
"Georgia","US-GA",34
"Hawaii","US-HI",33
"Idaho","US-ID",40
"Illinois","US-IL",37
"Indiana","US-IN",37
"Iowa","US-IA",49
"Kansas","US-KS",33
"Kentucky","US-KY",34
"Louisiana","US-LA",28
"Maine","US-ME",55
"Maryland","US-MD",44
"Massachusetts","US-MA",46
"Michigan","US-MI",37
"Minnesota","US-MN",44
"Mississippi","US-MS",34
"Missouri","US-MO",37
"Montana","US-MT",44
"Nebraska","US-NE",37
"Nevada","US-NV",43
"New Hampshire","US-NH",90
"New Jersey","US-NJ",40
"New Mexico","US-NM",37
"New York","US-NY",35
"North Carolina","US-NC",60
"North Dakota","US-ND",41
"Ohio","US-OH",36
"Oklahoma","US-OK",41
"Oregon","US-OR",38
"Pennsylvania","US-PA",42
"Rhode Island","US-RI",49
"South Carolina","US-SC",39
"South Dakota","US-SD",42
"Tennessee","US-TN",36
"Texas","US-TX",33
"Utah","US-UT",38
"Vermont","US-VT",62
"Virginia","US-VA",40
"Washington","US-WA",42
"West Virginia","US-WV",48
"Wisconsin","US-WI",39
"Wyoming","US-WY",37
