"","geoCode","/m/012gx2"
"Alabama","US-AL",29
"Alaska","US-AK",42
"Arizona","US-AZ",30
"Arkansas","US-AR",27
"California","US-CA",25
"Colorado","US-CO",28
"Connecticut","US-CT",35
"Delaware","US-DE",52
"District of Columbia","US-DC",100
"Florida","US-FL",28
"Georgia","US-GA",25
"Hawaii","US-HI",22
"Idaho","US-ID",35
"Illinois","US-IL",26
"Indiana","US-IN",28
"Iowa","US-IA",31
"Kansas","US-KS",33
"Kentucky","US-KY",29
"Louisiana","US-LA",25
"Maine","US-ME",32
"Maryland","US-MD",37
"Massachusetts","US-MA",32
"Michigan","US-MI",33
"Minnesota","US-MN",30
"Mississippi","US-MS",23
"Missouri","US-MO",29
"Montana","US-MT",31
"Nebraska","US-NE",35
"Nevada","US-NV",27
"New Hampshire","US-NH",40
"New Jersey","US-NJ",31
"New Mexico","US-NM",25
"New York","US-NY",28
"North Carolina","US-NC",27
"North Dakota","US-ND",34
"Ohio","US-OH",32
"Oklahoma","US-OK",30
"Oregon","US-OR",29
"Pennsylvania","US-PA",35
"Rhode Island","US-RI",29
"South Carolina","US-SC",28
"South Dakota","US-SD",35
"Tennessee","US-TN",28
"Texas","US-TX",25
"Utah","US-UT",27
"Vermont","US-VT",39
"Virginia","US-VA",52
"Washington","US-WA",29
"West Virginia","US-WV",34
"Wisconsin","US-WI",33
"Wyoming","US-WY",29
