"","geoCode","/m/012gx2"
"Alabama","US-AL",20
"Alaska","US-AK",28
"Arizona","US-AZ",25
"Arkansas","US-AR",20
"California","US-CA",40
"Colorado","US-CO",25
"Connecticut","US-CT",32
"Delaware","US-DE",42
"District of Columbia","US-DC",100
"Florida","US-FL",24
"Georgia","US-GA",22
"Hawaii","US-HI",24
"Idaho","US-ID",28
"Illinois","US-IL",25
"Indiana","US-IN",22
"Iowa","US-IA",24
"Kansas","US-KS",26
"Kentucky","US-KY",23
"Louisiana","US-LA",20
"Maine","US-ME",26
"Maryland","US-MD",34
"Massachusetts","US-MA",32
"Michigan","US-MI",26
"Minnesota","US-MN",26
"Mississippi","US-MS",20
"Missouri","US-MO",25
"Montana","US-MT",25
"Nebraska","US-NE",26
"Nevada","US-NV",28
"New Hampshire","US-NH",33
"New Jersey","US-NJ",29
"New Mexico","US-NM",27
"New York","US-NY",26
"North Carolina","US-NC",23
"North Dakota","US-ND",23
"Ohio","US-OH",23
"Oklahoma","US-OK",22
"Oregon","US-OR",27
"Pennsylvania","US-PA",28
"Rhode Island","US-RI",33
"South Carolina","US-SC",23
"South Dakota","US-SD",28
"Tennessee","US-TN",20
"Texas","US-TX",17
"Utah","US-UT",23
"Vermont","US-VT",31
"Virginia","US-VA",29
"Washington","US-WA",30
"West Virginia","US-WV",27
"Wisconsin","US-WI",25
"Wyoming","US-WY",27
