"","geoCode","/m/012gx2"
"Alabama","US-AL",39
"Alaska","US-AK",43
"Arizona","US-AZ",47
"Arkansas","US-AR",40
"California","US-CA",49
"Colorado","US-CO",44
"Connecticut","US-CT",49
"Delaware","US-DE",72
"District of Columbia","US-DC",100
"Florida","US-FL",46
"Georgia","US-GA",41
"Hawaii","US-HI",37
"Idaho","US-ID",54
"Illinois","US-IL",61
"Indiana","US-IN",39
"Iowa","US-IA",47
"Kansas","US-KS",46
"Kentucky","US-KY",38
"Louisiana","US-LA",38
"Maine","US-ME",56
"Maryland","US-MD",48
"Massachusetts","US-MA",57
"Michigan","US-MI",91
"Minnesota","US-MN",48
"Mississippi","US-MS",48
"Missouri","US-MO",70
"Montana","US-MT",49
"Nebraska","US-NE",46
"Nevada","US-NV",41
"New Hampshire","US-NH",63
"New Jersey","US-NJ",45
"New Mexico","US-NM",41
"New York","US-NY",50
"North Carolina","US-NC",42
"North Dakota","US-ND",45
"Ohio","US-OH",47
"Oklahoma","US-OK",38
"Oregon","US-OR",56
"Pennsylvania","US-PA",51
"Rhode Island","US-RI",54
"South Carolina","US-SC",40
"South Dakota","US-SD",35
"Tennessee","US-TN",37
"Texas","US-TX",36
"Utah","US-UT",38
"Vermont","US-VT",78
"Virginia","US-VA",51
"Washington","US-WA",77
"West Virginia","US-WV",39
"Wisconsin","US-WI",42
"Wyoming","US-WY",37
