"","geoCode","/m/012gx2"
"Alabama","US-AL",25
"Alaska","US-AK",30
"Arizona","US-AZ",29
"Arkansas","US-AR",24
"California","US-CA",31
"Colorado","US-CO",31
"Connecticut","US-CT",38
"Delaware","US-DE",69
"District of Columbia","US-DC",100
"Florida","US-FL",26
"Georgia","US-GA",28
"Hawaii","US-HI",22
"Idaho","US-ID",25
"Illinois","US-IL",52
"Indiana","US-IN",29
"Iowa","US-IA",31
"Kansas","US-KS",28
"Kentucky","US-KY",31
"Louisiana","US-LA",23
"Maine","US-ME",38
"Maryland","US-MD",38
"Massachusetts","US-MA",35
"Michigan","US-MI",32
"Minnesota","US-MN",32
"Mississippi","US-MS",26
"Missouri","US-MO",29
"Montana","US-MT",40
"Nebraska","US-NE",27
"Nevada","US-NV",28
"New Hampshire","US-NH",37
"New Jersey","US-NJ",34
"New Mexico","US-NM",25
"New York","US-NY",28
"North Carolina","US-NC",28
"North Dakota","US-ND",27
"Ohio","US-OH",29
"Oklahoma","US-OK",29
"Oregon","US-OR",31
"Pennsylvania","US-PA",32
"Rhode Island","US-RI",33
"South Carolina","US-SC",26
"South Dakota","US-SD",15
"Tennessee","US-TN",26
"Texas","US-TX",23
"Utah","US-UT",29
"Vermont","US-VT",35
"Virginia","US-VA",34
"Washington","US-WA",34
"West Virginia","US-WV",30
"Wisconsin","US-WI",31
"Wyoming","US-WY",28
