"","geoCode","/m/012gx2"
"Alabama","US-AL",25
"Alaska","US-AK",26
"Arizona","US-AZ",23
"Arkansas","US-AR",24
"California","US-CA",22
"Colorado","US-CO",24
"Connecticut","US-CT",26
"Delaware","US-DE",41
"District of Columbia","US-DC",100
"Florida","US-FL",22
"Georgia","US-GA",20
"Hawaii","US-HI",18
"Idaho","US-ID",33
"Illinois","US-IL",23
"Indiana","US-IN",24
"Iowa","US-IA",22
"Kansas","US-KS",23
"Kentucky","US-KY",23
"Louisiana","US-LA",21
"Maine","US-ME",28
"Maryland","US-MD",31
"Massachusetts","US-MA",27
"Michigan","US-MI",25
"Minnesota","US-MN",24
"Mississippi","US-MS",18
"Missouri","US-MO",24
"Montana","US-MT",27
"Nebraska","US-NE",23
"Nevada","US-NV",25
"New Hampshire","US-NH",34
"New Jersey","US-NJ",28
"New Mexico","US-NM",24
"New York","US-NY",22
"North Carolina","US-NC",21
"North Dakota","US-ND",29
"Ohio","US-OH",26
"Oklahoma","US-OK",20
"Oregon","US-OR",27
"Pennsylvania","US-PA",31
"Rhode Island","US-RI",31
"South Carolina","US-SC",21
"South Dakota","US-SD",24
"Tennessee","US-TN",23
"Texas","US-TX",19
"Utah","US-UT",23
"Vermont","US-VT",30
"Virginia","US-VA",26
"Washington","US-WA",25
"West Virginia","US-WV",23
"Wisconsin","US-WI",25
"Wyoming","US-WY",24
