"","geoCode","/m/012gx2"
"Alabama","US-AL",43
"Alaska","US-AK",53
"Arizona","US-AZ",51
"Arkansas","US-AR",43
"California","US-CA",51
"Colorado","US-CO",48
"Connecticut","US-CT",50
"Delaware","US-DE",77
"District of Columbia","US-DC",100
"Florida","US-FL",61
"Georgia","US-GA",49
"Hawaii","US-HI",41
"Idaho","US-ID",48
"Illinois","US-IL",53
"Indiana","US-IN",42
"Iowa","US-IA",52
"Kansas","US-KS",48
"Kentucky","US-KY",47
"Louisiana","US-LA",42
"Maine","US-ME",65
"Maryland","US-MD",52
"Massachusetts","US-MA",61
"Michigan","US-MI",68
"Minnesota","US-MN",50
"Mississippi","US-MS",36
"Missouri","US-MO",48
"Montana","US-MT",52
"Nebraska","US-NE",54
"Nevada","US-NV",49
"New Hampshire","US-NH",65
"New Jersey","US-NJ",56
"New Mexico","US-NM",51
"New York","US-NY",47
"North Carolina","US-NC",53
"North Dakota","US-ND",49
"Ohio","US-OH",55
"Oklahoma","US-OK",43
"Oregon","US-OR",58
"Pennsylvania","US-PA",66
"Rhode Island","US-RI",57
"South Carolina","US-SC",46
"South Dakota","US-SD",49
"Tennessee","US-TN",45
"Texas","US-TX",40
"Utah","US-UT",47
"Vermont","US-VT",69
"Virginia","US-VA",60
"Washington","US-WA",59
"West Virginia","US-WV",54
"Wisconsin","US-WI",58
"Wyoming","US-WY",47
