"","geoCode","/m/012gx2"
"Alabama","US-AL",45
"Alaska","US-AK",57
"Arizona","US-AZ",49
"Arkansas","US-AR",39
"California","US-CA",46
"Colorado","US-CO",47
"Connecticut","US-CT",50
"Delaware","US-DE",76
"District of Columbia","US-DC",100
"Florida","US-FL",47
"Georgia","US-GA",41
"Hawaii","US-HI",43
"Idaho","US-ID",57
"Illinois","US-IL",45
"Indiana","US-IN",49
"Iowa","US-IA",53
"Kansas","US-KS",48
"Kentucky","US-KY",45
"Louisiana","US-LA",38
"Maine","US-ME",55
"Maryland","US-MD",51
"Massachusetts","US-MA",51
"Michigan","US-MI",51
"Minnesota","US-MN",49
"Mississippi","US-MS",38
"Missouri","US-MO",49
"Montana","US-MT",63
"Nebraska","US-NE",48
"Nevada","US-NV",46
"New Hampshire","US-NH",61
"New Jersey","US-NJ",47
"New Mexico","US-NM",52
"New York","US-NY",47
"North Carolina","US-NC",46
"North Dakota","US-ND",43
"Ohio","US-OH",48
"Oklahoma","US-OK",46
"Oregon","US-OR",52
"Pennsylvania","US-PA",57
"Rhode Island","US-RI",56
"South Carolina","US-SC",51
"South Dakota","US-SD",57
"Tennessee","US-TN",48
"Texas","US-TX",41
"Utah","US-UT",51
"Vermont","US-VT",43
"Virginia","US-VA",51
"Washington","US-WA",50
"West Virginia","US-WV",56
"Wisconsin","US-WI",52
"Wyoming","US-WY",63
