"","geoCode","/m/012gx2"
"Alabama","US-AL",47
"Alaska","US-AK",55
"Arizona","US-AZ",57
"Arkansas","US-AR",53
"California","US-CA",58
"Colorado","US-CO",52
"Connecticut","US-CT",56
"Delaware","US-DE",79
"District of Columbia","US-DC",100
"Florida","US-FL",62
"Georgia","US-GA",59
"Hawaii","US-HI",53
"Idaho","US-ID",50
"Illinois","US-IL",56
"Indiana","US-IN",50
"Iowa","US-IA",51
"Kansas","US-KS",57
"Kentucky","US-KY",47
"Louisiana","US-LA",43
"Maine","US-ME",65
"Maryland","US-MD",61
"Massachusetts","US-MA",64
"Michigan","US-MI",53
"Minnesota","US-MN",54
"Mississippi","US-MS",42
"Missouri","US-MO",50
"Montana","US-MT",58
"Nebraska","US-NE",53
"Nevada","US-NV",52
"New Hampshire","US-NH",61
"New Jersey","US-NJ",58
"New Mexico","US-NM",56
"New York","US-NY",58
"North Carolina","US-NC",53
"North Dakota","US-ND",46
"Ohio","US-OH",53
"Oklahoma","US-OK",51
"Oregon","US-OR",53
"Pennsylvania","US-PA",60
"Rhode Island","US-RI",62
"South Carolina","US-SC",48
"South Dakota","US-SD",51
"Tennessee","US-TN",47
"Texas","US-TX",58
"Utah","US-UT",50
"Vermont","US-VT",71
"Virginia","US-VA",60
"Washington","US-WA",62
"West Virginia","US-WV",56
"Wisconsin","US-WI",49
"Wyoming","US-WY",48
