"","geoCode","/m/012gx2"
"Alabama","US-AL",44
"Alaska","US-AK",49
"Arizona","US-AZ",44
"Arkansas","US-AR",44
"California","US-CA",42
"Colorado","US-CO",41
"Connecticut","US-CT",53
"Delaware","US-DE",74
"District of Columbia","US-DC",100
"Florida","US-FL",48
"Georgia","US-GA",40
"Hawaii","US-HI",35
"Idaho","US-ID",53
"Illinois","US-IL",48
"Indiana","US-IN",43
"Iowa","US-IA",46
"Kansas","US-KS",51
"Kentucky","US-KY",46
"Louisiana","US-LA",39
"Maine","US-ME",57
"Maryland","US-MD",45
"Massachusetts","US-MA",65
"Michigan","US-MI",51
"Minnesota","US-MN",47
"Mississippi","US-MS",42
"Missouri","US-MO",45
"Montana","US-MT",48
"Nebraska","US-NE",49
"Nevada","US-NV",43
"New Hampshire","US-NH",59
"New Jersey","US-NJ",50
"New Mexico","US-NM",46
"New York","US-NY",43
"North Carolina","US-NC",48
"North Dakota","US-ND",53
"Ohio","US-OH",47
"Oklahoma","US-OK",48
"Oregon","US-OR",44
"Pennsylvania","US-PA",57
"Rhode Island","US-RI",93
"South Carolina","US-SC",43
"South Dakota","US-SD",50
"Tennessee","US-TN",46
"Texas","US-TX",42
"Utah","US-UT",40
"Vermont","US-VT",50
"Virginia","US-VA",47
"Washington","US-WA",40
"West Virginia","US-WV",57
"Wisconsin","US-WI",49
"Wyoming","US-WY",48
