"","geoCode","/m/012gx2"
"Alabama","US-AL",27
"Alaska","US-AK",36
"Arizona","US-AZ",33
"Arkansas","US-AR",29
"California","US-CA",30
"Colorado","US-CO",30
"Connecticut","US-CT",33
"Delaware","US-DE",50
"District of Columbia","US-DC",100
"Florida","US-FL",28
"Georgia","US-GA",25
"Hawaii","US-HI",33
"Idaho","US-ID",32
"Illinois","US-IL",30
"Indiana","US-IN",30
"Iowa","US-IA",35
"Kansas","US-KS",32
"Kentucky","US-KY",30
"Louisiana","US-LA",23
"Maine","US-ME",37
"Maryland","US-MD",37
"Massachusetts","US-MA",37
"Michigan","US-MI",33
"Minnesota","US-MN",32
"Mississippi","US-MS",23
"Missouri","US-MO",30
"Montana","US-MT",38
"Nebraska","US-NE",27
"Nevada","US-NV",31
"New Hampshire","US-NH",40
"New Jersey","US-NJ",34
"New Mexico","US-NM",30
"New York","US-NY",28
"North Carolina","US-NC",29
"North Dakota","US-ND",24
"Ohio","US-OH",29
"Oklahoma","US-OK",31
"Oregon","US-OR",35
"Pennsylvania","US-PA",34
"Rhode Island","US-RI",36
"South Carolina","US-SC",28
"South Dakota","US-SD",30
"Tennessee","US-TN",26
"Texas","US-TX",21
"Utah","US-UT",27
"Vermont","US-VT",40
"Virginia","US-VA",32
"Washington","US-WA",35
"West Virginia","US-WV",31
"Wisconsin","US-WI",32
"Wyoming","US-WY",38
