"","geoCode","/m/012gx2"
"Alabama","US-AL",54
"Alaska","US-AK",73
"Arizona","US-AZ",87
"Arkansas","US-AR",64
"California","US-CA",65
"Colorado","US-CO",69
"Connecticut","US-CT",78
"Delaware","US-DE",95
"District of Columbia","US-DC",89
"Florida","US-FL",87
"Georgia","US-GA",70
"Hawaii","US-HI",61
"Idaho","US-ID",70
"Illinois","US-IL",70
"Indiana","US-IN",73
"Iowa","US-IA",73
"Kansas","US-KS",67
"Kentucky","US-KY",60
"Louisiana","US-LA",52
"Maine","US-ME",81
"Maryland","US-MD",69
"Massachusetts","US-MA",85
"Michigan","US-MI",100
"Minnesota","US-MN",93
"Mississippi","US-MS",48
"Missouri","US-MO",75
"Montana","US-MT",66
"Nebraska","US-NE",79
"Nevada","US-NV",62
"New Hampshire","US-NH",89
"New Jersey","US-NJ",80
"New Mexico","US-NM",63
"New York","US-NY",75
"North Carolina","US-NC",75
"North Dakota","US-ND",71
"Ohio","US-OH",81
"Oklahoma","US-OK",57
"Oregon","US-OR",72
"Pennsylvania","US-PA",95
"Rhode Island","US-RI",79
"South Carolina","US-SC",63
"South Dakota","US-SD",67
"Tennessee","US-TN",74
"Texas","US-TX",70
"Utah","US-UT",62
"Vermont","US-VT",74
"Virginia","US-VA",76
"Washington","US-WA",80
"West Virginia","US-WV",76
"Wisconsin","US-WI",92
"Wyoming","US-WY",61
