"","geoCode","/m/012gx2"
"Alabama","US-AL",28
"Alaska","US-AK",31
"Arizona","US-AZ",39
"Arkansas","US-AR",28
"California","US-CA",33
"Colorado","US-CO",35
"Connecticut","US-CT",41
"Delaware","US-DE",54
"District of Columbia","US-DC",100
"Florida","US-FL",33
"Georgia","US-GA",30
"Hawaii","US-HI",27
"Idaho","US-ID",32
"Illinois","US-IL",33
"Indiana","US-IN",29
"Iowa","US-IA",37
"Kansas","US-KS",31
"Kentucky","US-KY",30
"Louisiana","US-LA",24
"Maine","US-ME",48
"Maryland","US-MD",43
"Massachusetts","US-MA",43
"Michigan","US-MI",39
"Minnesota","US-MN",41
"Mississippi","US-MS",19
"Missouri","US-MO",32
"Montana","US-MT",47
"Nebraska","US-NE",37
"Nevada","US-NV",33
"New Hampshire","US-NH",46
"New Jersey","US-NJ",38
"New Mexico","US-NM",35
"New York","US-NY",39
"North Carolina","US-NC",34
"North Dakota","US-ND",25
"Ohio","US-OH",34
"Oklahoma","US-OK",29
"Oregon","US-OR",46
"Pennsylvania","US-PA",42
"Rhode Island","US-RI",41
"South Carolina","US-SC",29
"South Dakota","US-SD",32
"Tennessee","US-TN",29
"Texas","US-TX",24
"Utah","US-UT",29
"Vermont","US-VT",49
"Virginia","US-VA",37
"Washington","US-WA",41
"West Virginia","US-WV",35
"Wisconsin","US-WI",36
"Wyoming","US-WY",30
