"","geoCode","/m/012gx2"
"Alabama","US-AL",59
"Alaska","US-AK",60
"Arizona","US-AZ",62
"Arkansas","US-AR",59
"California","US-CA",58
"Colorado","US-CO",61
"Connecticut","US-CT",68
"Delaware","US-DE",67
"District of Columbia","US-DC",100
"Florida","US-FL",55
"Georgia","US-GA",55
"Hawaii","US-HI",49
"Idaho","US-ID",55
"Illinois","US-IL",63
"Indiana","US-IN",60
"Iowa","US-IA",60
"Kansas","US-KS",55
"Kentucky","US-KY",60
"Louisiana","US-LA",52
"Maine","US-ME",64
"Maryland","US-MD",71
"Massachusetts","US-MA",75
"Michigan","US-MI",63
"Minnesota","US-MN",68
"Mississippi","US-MS",51
"Missouri","US-MO",62
"Montana","US-MT",59
"Nebraska","US-NE",62
"Nevada","US-NV",52
"New Hampshire","US-NH",63
"New Jersey","US-NJ",69
"New Mexico","US-NM",54
"New York","US-NY",61
"North Carolina","US-NC",59
"North Dakota","US-ND",62
"Ohio","US-OH",65
"Oklahoma","US-OK",64
"Oregon","US-OR",61
"Pennsylvania","US-PA",66
"Rhode Island","US-RI",62
"South Carolina","US-SC",53
"South Dakota","US-SD",58
"Tennessee","US-TN",64
"Texas","US-TX",54
"Utah","US-UT",53
"Vermont","US-VT",66
"Virginia","US-VA",71
"Washington","US-WA",63
"West Virginia","US-WV",67
"Wisconsin","US-WI",53
"Wyoming","US-WY",59
