"","geoCode","/m/012gx2"
"Alabama","US-AL",47
"Alaska","US-AK",63
"Arizona","US-AZ",54
"Arkansas","US-AR",50
"California","US-CA",44
"Colorado","US-CO",59
"Connecticut","US-CT",61
"Delaware","US-DE",76
"District of Columbia","US-DC",100
"Florida","US-FL",54
"Georgia","US-GA",45
"Hawaii","US-HI",48
"Idaho","US-ID",67
"Illinois","US-IL",51
"Indiana","US-IN",55
"Iowa","US-IA",62
"Kansas","US-KS",59
"Kentucky","US-KY",52
"Louisiana","US-LA",44
"Maine","US-ME",59
"Maryland","US-MD",50
"Massachusetts","US-MA",55
"Michigan","US-MI",54
"Minnesota","US-MN",59
"Mississippi","US-MS",49
"Missouri","US-MO",57
"Montana","US-MT",68
"Nebraska","US-NE",66
"Nevada","US-NV",48
"New Hampshire","US-NH",75
"New Jersey","US-NJ",52
"New Mexico","US-NM",49
"New York","US-NY",46
"North Carolina","US-NC",46
"North Dakota","US-ND",59
"Ohio","US-OH",55
"Oklahoma","US-OK",57
"Oregon","US-OR",51
"Pennsylvania","US-PA",69
"Rhode Island","US-RI",50
"South Carolina","US-SC",50
"South Dakota","US-SD",62
"Tennessee","US-TN",55
"Texas","US-TX",47
"Utah","US-UT",55
"Vermont","US-VT",64
"Virginia","US-VA",54
"Washington","US-WA",51
"West Virginia","US-WV",61
"Wisconsin","US-WI",61
"Wyoming","US-WY",73
