"","geoCode","/m/012gx2"
"Alabama","US-AL",30
"Alaska","US-AK",35
"Arizona","US-AZ",31
"Arkansas","US-AR",26
"California","US-CA",27
"Colorado","US-CO",31
"Connecticut","US-CT",33
"Delaware","US-DE",42
"District of Columbia","US-DC",100
"Florida","US-FL",31
"Georgia","US-GA",30
"Hawaii","US-HI",23
"Idaho","US-ID",28
"Illinois","US-IL",26
"Indiana","US-IN",28
"Iowa","US-IA",32
"Kansas","US-KS",30
"Kentucky","US-KY",28
"Louisiana","US-LA",23
"Maine","US-ME",37
"Maryland","US-MD",37
"Massachusetts","US-MA",34
"Michigan","US-MI",37
"Minnesota","US-MN",33
"Mississippi","US-MS",27
"Missouri","US-MO",32
"Montana","US-MT",32
"Nebraska","US-NE",29
"Nevada","US-NV",32
"New Hampshire","US-NH",62
"New Jersey","US-NJ",30
"New Mexico","US-NM",27
"New York","US-NY",28
"North Carolina","US-NC",28
"North Dakota","US-ND",26
"Ohio","US-OH",29
"Oklahoma","US-OK",29
"Oregon","US-OR",32
"Pennsylvania","US-PA",33
"Rhode Island","US-RI",39
"South Carolina","US-SC",27
"South Dakota","US-SD",31
"Tennessee","US-TN",26
"Texas","US-TX",25
"Utah","US-UT",26
"Vermont","US-VT",36
"Virginia","US-VA",33
"Washington","US-WA",31
"West Virginia","US-WV",33
"Wisconsin","US-WI",46
"Wyoming","US-WY",36
