"","geoCode","/m/012gx2"
"Alabama","US-AL",70
"Alaska","US-AK",72
"Arizona","US-AZ",68
"Arkansas","US-AR",74
"California","US-CA",58
"Colorado","US-CO",66
"Connecticut","US-CT",69
"Delaware","US-DE",95
"District of Columbia","US-DC",87
"Florida","US-FL",71
"Georgia","US-GA",62
"Hawaii","US-HI",58
"Idaho","US-ID",82
"Illinois","US-IL",66
"Indiana","US-IN",70
"Iowa","US-IA",83
"Kansas","US-KS",72
"Kentucky","US-KY",72
"Louisiana","US-LA",57
"Maine","US-ME",83
"Maryland","US-MD",61
"Massachusetts","US-MA",72
"Michigan","US-MI",77
"Minnesota","US-MN",70
"Mississippi","US-MS",57
"Missouri","US-MO",75
"Montana","US-MT",81
"Nebraska","US-NE",79
"Nevada","US-NV",62
"New Hampshire","US-NH",98
"New Jersey","US-NJ",73
"New Mexico","US-NM",64
"New York","US-NY",52
"North Carolina","US-NC",68
"North Dakota","US-ND",93
"Ohio","US-OH",78
"Oklahoma","US-OK",79
"Oregon","US-OR",67
"Pennsylvania","US-PA",82
"Rhode Island","US-RI",73
"South Carolina","US-SC",69
"South Dakota","US-SD",76
"Tennessee","US-TN",67
"Texas","US-TX",59
"Utah","US-UT",73
"Vermont","US-VT",77
"Virginia","US-VA",73
"Washington","US-WA",61
"West Virginia","US-WV",87
"Wisconsin","US-WI",66
"Wyoming","US-WY",100
