"","geoCode","/m/012gx2"
"Alabama","US-AL",40
"Alaska","US-AK",50
"Arizona","US-AZ",42
"Arkansas","US-AR",41
"California","US-CA",40
"Colorado","US-CO",46
"Connecticut","US-CT",47
"Delaware","US-DE",63
"District of Columbia","US-DC",100
"Florida","US-FL",43
"Georgia","US-GA",37
"Hawaii","US-HI",41
"Idaho","US-ID",51
"Illinois","US-IL",44
"Indiana","US-IN",42
"Iowa","US-IA",49
"Kansas","US-KS",44
"Kentucky","US-KY",42
"Louisiana","US-LA",36
"Maine","US-ME",61
"Maryland","US-MD",46
"Massachusetts","US-MA",48
"Michigan","US-MI",42
"Minnesota","US-MN",46
"Mississippi","US-MS",33
"Missouri","US-MO",45
"Montana","US-MT",52
"Nebraska","US-NE",47
"Nevada","US-NV",42
"New Hampshire","US-NH",59
"New Jersey","US-NJ",43
"New Mexico","US-NM",45
"New York","US-NY",46
"North Carolina","US-NC",36
"North Dakota","US-ND",46
"Ohio","US-OH",41
"Oklahoma","US-OK",41
"Oregon","US-OR",45
"Pennsylvania","US-PA",57
"Rhode Island","US-RI",54
"South Carolina","US-SC",39
"South Dakota","US-SD",51
"Tennessee","US-TN",40
"Texas","US-TX",39
"Utah","US-UT",42
"Vermont","US-VT",59
"Virginia","US-VA",43
"Washington","US-WA",45
"West Virginia","US-WV",54
"Wisconsin","US-WI",50
"Wyoming","US-WY",54
