"","geoCode","/m/012gx2"
"Alabama","US-AL",57
"Alaska","US-AK",75
"Arizona","US-AZ",76
"Arkansas","US-AR",64
"California","US-CA",76
"Colorado","US-CO",76
"Connecticut","US-CT",86
"Delaware","US-DE",93
"District of Columbia","US-DC",100
"Florida","US-FL",75
"Georgia","US-GA",68
"Hawaii","US-HI",63
"Idaho","US-ID",61
"Illinois","US-IL",80
"Indiana","US-IN",75
"Iowa","US-IA",66
"Kansas","US-KS",71
"Kentucky","US-KY",63
"Louisiana","US-LA",54
"Maine","US-ME",75
"Maryland","US-MD",81
"Massachusetts","US-MA",91
"Michigan","US-MI",77
"Minnesota","US-MN",74
"Mississippi","US-MS",52
"Missouri","US-MO",67
"Montana","US-MT",66
"Nebraska","US-NE",65
"Nevada","US-NV",67
"New Hampshire","US-NH",78
"New Jersey","US-NJ",84
"New Mexico","US-NM",72
"New York","US-NY",80
"North Carolina","US-NC",71
"North Dakota","US-ND",66
"Ohio","US-OH",68
"Oklahoma","US-OK",64
"Oregon","US-OR",82
"Pennsylvania","US-PA",81
"Rhode Island","US-RI",72
"South Carolina","US-SC",64
"South Dakota","US-SD",62
"Tennessee","US-TN",73
"Texas","US-TX",64
"Utah","US-UT",64
"Vermont","US-VT",91
"Virginia","US-VA",81
"Washington","US-WA",80
"West Virginia","US-WV",65
"Wisconsin","US-WI",70
"Wyoming","US-WY",67
