"","geoCode","/m/012gx2"
"Alabama","US-AL",45
"Alaska","US-AK",68
"Arizona","US-AZ",50
"Arkansas","US-AR",48
"California","US-CA",42
"Colorado","US-CO",47
"Connecticut","US-CT",52
"Delaware","US-DE",59
"District of Columbia","US-DC",100
"Florida","US-FL",55
"Georgia","US-GA",43
"Hawaii","US-HI",47
"Idaho","US-ID",57
"Illinois","US-IL",52
"Indiana","US-IN",47
"Iowa","US-IA",58
"Kansas","US-KS",58
"Kentucky","US-KY",49
"Louisiana","US-LA",41
"Maine","US-ME",60
"Maryland","US-MD",48
"Massachusetts","US-MA",54
"Michigan","US-MI",61
"Minnesota","US-MN",52
"Mississippi","US-MS",43
"Missouri","US-MO",48
"Montana","US-MT",57
"Nebraska","US-NE",54
"Nevada","US-NV",45
"New Hampshire","US-NH",62
"New Jersey","US-NJ",54
"New Mexico","US-NM",49
"New York","US-NY",46
"North Carolina","US-NC",48
"North Dakota","US-ND",60
"Ohio","US-OH",57
"Oklahoma","US-OK",52
"Oregon","US-OR",48
"Pennsylvania","US-PA",57
"Rhode Island","US-RI",58
"South Carolina","US-SC",46
"South Dakota","US-SD",62
"Tennessee","US-TN",44
"Texas","US-TX",50
"Utah","US-UT",48
"Vermont","US-VT",57
"Virginia","US-VA",53
"Washington","US-WA",50
"West Virginia","US-WV",63
"Wisconsin","US-WI",65
"Wyoming","US-WY",67
