"","geoCode","/m/012gx2"
"Alabama","US-AL",43
"Alaska","US-AK",43
"Arizona","US-AZ",48
"Arkansas","US-AR",48
"California","US-CA",48
"Colorado","US-CO",43
"Connecticut","US-CT",47
"Delaware","US-DE",77
"District of Columbia","US-DC",100
"Florida","US-FL",46
"Georgia","US-GA",35
"Hawaii","US-HI",32
"Idaho","US-ID",55
"Illinois","US-IL",43
"Indiana","US-IN",54
"Iowa","US-IA",52
"Kansas","US-KS",48
"Kentucky","US-KY",51
"Louisiana","US-LA",40
"Maine","US-ME",54
"Maryland","US-MD",45
"Massachusetts","US-MA",43
"Michigan","US-MI",55
"Minnesota","US-MN",53
"Mississippi","US-MS",36
"Missouri","US-MO",53
"Montana","US-MT",51
"Nebraska","US-NE",47
"Nevada","US-NV",46
"New Hampshire","US-NH",59
"New Jersey","US-NJ",44
"New Mexico","US-NM",89
"New York","US-NY",36
"North Carolina","US-NC",40
"North Dakota","US-ND",49
"Ohio","US-OH",51
"Oklahoma","US-OK",46
"Oregon","US-OR",43
"Pennsylvania","US-PA",50
"Rhode Island","US-RI",46
"South Carolina","US-SC",41
"South Dakota","US-SD",51
"Tennessee","US-TN",46
"Texas","US-TX",39
"Utah","US-UT",41
"Vermont","US-VT",44
"Virginia","US-VA",46
"Washington","US-WA",42
"West Virginia","US-WV",68
"Wisconsin","US-WI",53
"Wyoming","US-WY",62
