"","geoCode","/m/012gx2"
"Alabama","US-AL",37
"Alaska","US-AK",50
"Arizona","US-AZ",47
"Arkansas","US-AR",45
"California","US-CA",43
"Colorado","US-CO",47
"Connecticut","US-CT",57
"Delaware","US-DE",72
"District of Columbia","US-DC",100
"Florida","US-FL",46
"Georgia","US-GA",35
"Hawaii","US-HI",39
"Idaho","US-ID",49
"Illinois","US-IL",40
"Indiana","US-IN",43
"Iowa","US-IA",49
"Kansas","US-KS",45
"Kentucky","US-KY",38
"Louisiana","US-LA",35
"Maine","US-ME",54
"Maryland","US-MD",44
"Massachusetts","US-MA",50
"Michigan","US-MI",50
"Minnesota","US-MN",50
"Mississippi","US-MS",35
"Missouri","US-MO",47
"Montana","US-MT",51
"Nebraska","US-NE",50
"Nevada","US-NV",40
"New Hampshire","US-NH",56
"New Jersey","US-NJ",45
"New Mexico","US-NM",50
"New York","US-NY",43
"North Carolina","US-NC",40
"North Dakota","US-ND",52
"Ohio","US-OH",42
"Oklahoma","US-OK",46
"Oregon","US-OR",48
"Pennsylvania","US-PA",45
"Rhode Island","US-RI",71
"South Carolina","US-SC",40
"South Dakota","US-SD",49
"Tennessee","US-TN",44
"Texas","US-TX",40
"Utah","US-UT",44
"Vermont","US-VT",51
"Virginia","US-VA",45
"Washington","US-WA",49
"West Virginia","US-WV",48
"Wisconsin","US-WI",46
"Wyoming","US-WY",59
