"","geoCode","/m/012gx2"
"Alabama","US-AL",56
"Alaska","US-AK",89
"Arizona","US-AZ",80
"Arkansas","US-AR",58
"California","US-CA",55
"Colorado","US-CO",64
"Connecticut","US-CT",66
"Delaware","US-DE",86
"District of Columbia","US-DC",100
"Florida","US-FL",70
"Georgia","US-GA",54
"Hawaii","US-HI",53
"Idaho","US-ID",71
"Illinois","US-IL",61
"Indiana","US-IN",59
"Iowa","US-IA",71
"Kansas","US-KS",65
"Kentucky","US-KY",56
"Louisiana","US-LA",52
"Maine","US-ME",79
"Maryland","US-MD",58
"Massachusetts","US-MA",66
"Michigan","US-MI",70
"Minnesota","US-MN",72
"Mississippi","US-MS",52
"Missouri","US-MO",61
"Montana","US-MT",85
"Nebraska","US-NE",79
"Nevada","US-NV",58
"New Hampshire","US-NH",81
"New Jersey","US-NJ",67
"New Mexico","US-NM",62
"New York","US-NY",58
"North Carolina","US-NC",60
"North Dakota","US-ND",83
"Ohio","US-OH",82
"Oklahoma","US-OK",61
"Oregon","US-OR",63
"Pennsylvania","US-PA",77
"Rhode Island","US-RI",68
"South Carolina","US-SC",58
"South Dakota","US-SD",81
"Tennessee","US-TN",59
"Texas","US-TX",56
"Utah","US-UT",64
"Vermont","US-VT",82
"Virginia","US-VA",63
"Washington","US-WA",62
"West Virginia","US-WV",66
"Wisconsin","US-WI",70
"Wyoming","US-WY",83
