"","geoCode","/m/012gx2"
"Alabama","US-AL",49
"Alaska","US-AK",62
"Arizona","US-AZ",56
"Arkansas","US-AR",56
"California","US-CA",51
"Colorado","US-CO",53
"Connecticut","US-CT",62
"Delaware","US-DE",84
"District of Columbia","US-DC",100
"Florida","US-FL",50
"Georgia","US-GA",52
"Hawaii","US-HI",49
"Idaho","US-ID",59
"Illinois","US-IL",58
"Indiana","US-IN",56
"Iowa","US-IA",60
"Kansas","US-KS",56
"Kentucky","US-KY",51
"Louisiana","US-LA",48
"Maine","US-ME",70
"Maryland","US-MD",52
"Massachusetts","US-MA",60
"Michigan","US-MI",57
"Minnesota","US-MN",60
"Mississippi","US-MS",57
"Missouri","US-MO",54
"Montana","US-MT",73
"Nebraska","US-NE",59
"Nevada","US-NV",51
"New Hampshire","US-NH",72
"New Jersey","US-NJ",59
"New Mexico","US-NM",56
"New York","US-NY",55
"North Carolina","US-NC",51
"North Dakota","US-ND",62
"Ohio","US-OH",63
"Oklahoma","US-OK",60
"Oregon","US-OR",56
"Pennsylvania","US-PA",68
"Rhode Island","US-RI",65
"South Carolina","US-SC",49
"South Dakota","US-SD",64
"Tennessee","US-TN",51
"Texas","US-TX",61
"Utah","US-UT",56
"Vermont","US-VT",62
"Virginia","US-VA",63
"Washington","US-WA",53
"West Virginia","US-WV",62
"Wisconsin","US-WI",55
"Wyoming","US-WY",65
