"","geoCode","/m/012gx2"
"Alabama","US-AL",33
"Alaska","US-AK",36
"Arizona","US-AZ",34
"Arkansas","US-AR",31
"California","US-CA",29
"Colorado","US-CO",33
"Connecticut","US-CT",39
"Delaware","US-DE",48
"District of Columbia","US-DC",100
"Florida","US-FL",32
"Georgia","US-GA",28
"Hawaii","US-HI",28
"Idaho","US-ID",41
"Illinois","US-IL",30
"Indiana","US-IN",37
"Iowa","US-IA",31
"Kansas","US-KS",31
"Kentucky","US-KY",31
"Louisiana","US-LA",30
"Maine","US-ME",39
"Maryland","US-MD",39
"Massachusetts","US-MA",34
"Michigan","US-MI",37
"Minnesota","US-MN",35
"Mississippi","US-MS",30
"Missouri","US-MO",33
"Montana","US-MT",42
"Nebraska","US-NE",31
"Nevada","US-NV",30
"New Hampshire","US-NH",42
"New Jersey","US-NJ",34
"New Mexico","US-NM",33
"New York","US-NY",27
"North Carolina","US-NC",31
"North Dakota","US-ND",31
"Ohio","US-OH",37
"Oklahoma","US-OK",34
"Oregon","US-OR",35
"Pennsylvania","US-PA",36
"Rhode Island","US-RI",38
"South Carolina","US-SC",33
"South Dakota","US-SD",43
"Tennessee","US-TN",30
"Texas","US-TX",29
"Utah","US-UT",31
"Vermont","US-VT",43
"Virginia","US-VA",36
"Washington","US-WA",33
"West Virginia","US-WV",48
"Wisconsin","US-WI",34
"Wyoming","US-WY",42
