"","geoCode","/m/012gx2"
"Alabama","US-AL",45
"Alaska","US-AK",58
"Arizona","US-AZ",47
"Arkansas","US-AR",45
"California","US-CA",38
"Colorado","US-CO",44
"Connecticut","US-CT",44
"Delaware","US-DE",67
"District of Columbia","US-DC",100
"Florida","US-FL",50
"Georgia","US-GA",38
"Hawaii","US-HI",44
"Idaho","US-ID",57
"Illinois","US-IL",40
"Indiana","US-IN",46
"Iowa","US-IA",50
"Kansas","US-KS",51
"Kentucky","US-KY",45
"Louisiana","US-LA",39
"Maine","US-ME",51
"Maryland","US-MD",55
"Massachusetts","US-MA",47
"Michigan","US-MI",45
"Minnesota","US-MN",48
"Mississippi","US-MS",43
"Missouri","US-MO",47
"Montana","US-MT",50
"Nebraska","US-NE",43
"Nevada","US-NV",45
"New Hampshire","US-NH",56
"New Jersey","US-NJ",46
"New Mexico","US-NM",45
"New York","US-NY",38
"North Carolina","US-NC",44
"North Dakota","US-ND",53
"Ohio","US-OH",45
"Oklahoma","US-OK",48
"Oregon","US-OR",47
"Pennsylvania","US-PA",63
"Rhode Island","US-RI",50
"South Carolina","US-SC",43
"South Dakota","US-SD",53
"Tennessee","US-TN",47
"Texas","US-TX",40
"Utah","US-UT",49
"Vermont","US-VT",54
"Virginia","US-VA",53
"Washington","US-WA",46
"West Virginia","US-WV",52
"Wisconsin","US-WI",45
"Wyoming","US-WY",56
