"","geoCode","/m/012gx2"
"Alabama","US-AL",48
"Alaska","US-AK",66
"Arizona","US-AZ",60
"Arkansas","US-AR",55
"California","US-CA",44
"Colorado","US-CO",57
"Connecticut","US-CT",63
"Delaware","US-DE",100
"District of Columbia","US-DC",87
"Florida","US-FL",54
"Georgia","US-GA",51
"Hawaii","US-HI",43
"Idaho","US-ID",71
"Illinois","US-IL",53
"Indiana","US-IN",57
"Iowa","US-IA",62
"Kansas","US-KS",50
"Kentucky","US-KY",53
"Louisiana","US-LA",45
"Maine","US-ME",64
"Maryland","US-MD",59
"Massachusetts","US-MA",62
"Michigan","US-MI",57
"Minnesota","US-MN",64
"Mississippi","US-MS",48
"Missouri","US-MO",59
"Montana","US-MT",70
"Nebraska","US-NE",61
"Nevada","US-NV",48
"New Hampshire","US-NH",69
"New Jersey","US-NJ",57
"New Mexico","US-NM",52
"New York","US-NY",47
"North Carolina","US-NC",54
"North Dakota","US-ND",58
"Ohio","US-OH",62
"Oklahoma","US-OK",54
"Oregon","US-OR",60
"Pennsylvania","US-PA",65
"Rhode Island","US-RI",63
"South Carolina","US-SC",52
"South Dakota","US-SD",64
"Tennessee","US-TN",51
"Texas","US-TX",45
"Utah","US-UT",53
"Vermont","US-VT",62
"Virginia","US-VA",62
"Washington","US-WA",53
"West Virginia","US-WV",67
"Wisconsin","US-WI",65
"Wyoming","US-WY",79
