"","geoCode","/m/012gx2"
"Alabama","US-AL",23
"Alaska","US-AK",26
"Arizona","US-AZ",34
"Arkansas","US-AR",25
"California","US-CA",21
"Colorado","US-CO",23
"Connecticut","US-CT",26
"Delaware","US-DE",58
"District of Columbia","US-DC",79
"Florida","US-FL",23
"Georgia","US-GA",20
"Hawaii","US-HI",20
"Idaho","US-ID",28
"Illinois","US-IL",21
"Indiana","US-IN",24
"Iowa","US-IA",25
"Kansas","US-KS",21
"Kentucky","US-KY",23
"Louisiana","US-LA",18
"Maine","US-ME",33
"Maryland","US-MD",30
"Massachusetts","US-MA",28
"Michigan","US-MI",25
"Minnesota","US-MN",25
"Mississippi","US-MS",22
"Missouri","US-MO",24
"Montana","US-MT",25
"Nebraska","US-NE",29
"Nevada","US-NV",26
"New Hampshire","US-NH",33
"New Jersey","US-NJ",24
"New Mexico","US-NM",96
"New York","US-NY",20
"North Carolina","US-NC",22
"North Dakota","US-ND",19
"Ohio","US-OH",23
"Oklahoma","US-OK",24
"Oregon","US-OR",25
"Pennsylvania","US-PA",26
"Rhode Island","US-RI",24
"South Carolina","US-SC",23
"South Dakota","US-SD",23
"Tennessee","US-TN",23
"Texas","US-TX",18
"Utah","US-UT",100
"Vermont","US-VT",27
"Virginia","US-VA",24
"Washington","US-WA",24
"West Virginia","US-WV",25
"Wisconsin","US-WI",25
"Wyoming","US-WY",33
