"","geoCode","/m/012gx2"
"Alabama","US-AL",45
"Alaska","US-AK",50
"Arizona","US-AZ",59
"Arkansas","US-AR",50
"California","US-CA",51
"Colorado","US-CO",50
"Connecticut","US-CT",58
"Delaware","US-DE",85
"District of Columbia","US-DC",100
"Florida","US-FL",72
"Georgia","US-GA",51
"Hawaii","US-HI",47
"Idaho","US-ID",58
"Illinois","US-IL",56
"Indiana","US-IN",54
"Iowa","US-IA",60
"Kansas","US-KS",51
"Kentucky","US-KY",52
"Louisiana","US-LA",44
"Maine","US-ME",72
"Maryland","US-MD",52
"Massachusetts","US-MA",60
"Michigan","US-MI",88
"Minnesota","US-MN",72
"Mississippi","US-MS",37
"Missouri","US-MO",52
"Montana","US-MT",59
"Nebraska","US-NE",59
"Nevada","US-NV",53
"New Hampshire","US-NH",67
"New Jersey","US-NJ",68
"New Mexico","US-NM",52
"New York","US-NY",51
"North Carolina","US-NC",59
"North Dakota","US-ND",54
"Ohio","US-OH",67
"Oklahoma","US-OK",53
"Oregon","US-OR",53
"Pennsylvania","US-PA",88
"Rhode Island","US-RI",63
"South Carolina","US-SC",46
"South Dakota","US-SD",61
"Tennessee","US-TN",49
"Texas","US-TX",46
"Utah","US-UT",50
"Vermont","US-VT",62
"Virginia","US-VA",56
"Washington","US-WA",52
"West Virginia","US-WV",62
"Wisconsin","US-WI",76
"Wyoming","US-WY",55
