"","geoCode","/m/012gx2"
"Alabama","US-AL",68
"Alaska","US-AK",70
"Arizona","US-AZ",66
"Arkansas","US-AR",73
"California","US-CA",54
"Colorado","US-CO",66
"Connecticut","US-CT",73
"Delaware","US-DE",90
"District of Columbia","US-DC",100
"Florida","US-FL",69
"Georgia","US-GA",57
"Hawaii","US-HI",52
"Idaho","US-ID",86
"Illinois","US-IL",67
"Indiana","US-IN",70
"Iowa","US-IA",87
"Kansas","US-KS",75
"Kentucky","US-KY",71
"Louisiana","US-LA",63
"Maine","US-ME",85
"Maryland","US-MD",58
"Massachusetts","US-MA",65
"Michigan","US-MI",81
"Minnesota","US-MN",74
"Mississippi","US-MS",62
"Missouri","US-MO",70
"Montana","US-MT",93
"Nebraska","US-NE",87
"Nevada","US-NV",67
"New Hampshire","US-NH",97
"New Jersey","US-NJ",67
"New Mexico","US-NM",66
"New York","US-NY",56
"North Carolina","US-NC",67
"North Dakota","US-ND",92
"Ohio","US-OH",86
"Oklahoma","US-OK",77
"Oregon","US-OR",67
"Pennsylvania","US-PA",87
"Rhode Island","US-RI",76
"South Carolina","US-SC",67
"South Dakota","US-SD",94
"Tennessee","US-TN",64
"Texas","US-TX",57
"Utah","US-UT",68
"Vermont","US-VT",65
"Virginia","US-VA",73
"Washington","US-WA",63
"West Virginia","US-WV",91
"Wisconsin","US-WI",76
"Wyoming","US-WY",100
