"","geoCode","/m/012gx2"
"Alabama","US-AL",35
"Alaska","US-AK",49
"Arizona","US-AZ",42
"Arkansas","US-AR",41
"California","US-CA",42
"Colorado","US-CO",41
"Connecticut","US-CT",45
"Delaware","US-DE",84
"District of Columbia","US-DC",100
"Florida","US-FL",45
"Georgia","US-GA",36
"Hawaii","US-HI",37
"Idaho","US-ID",47
"Illinois","US-IL",37
"Indiana","US-IN",39
"Iowa","US-IA",45
"Kansas","US-KS",45
"Kentucky","US-KY",44
"Louisiana","US-LA",35
"Maine","US-ME",55
"Maryland","US-MD",43
"Massachusetts","US-MA",47
"Michigan","US-MI",40
"Minnesota","US-MN",44
"Mississippi","US-MS",37
"Missouri","US-MO",40
"Montana","US-MT",48
"Nebraska","US-NE",40
"Nevada","US-NV",42
"New Hampshire","US-NH",46
"New Jersey","US-NJ",42
"New Mexico","US-NM",37
"New York","US-NY",36
"North Carolina","US-NC",36
"North Dakota","US-ND",48
"Ohio","US-OH",42
"Oklahoma","US-OK",42
"Oregon","US-OR",43
"Pennsylvania","US-PA",45
"Rhode Island","US-RI",43
"South Carolina","US-SC",36
"South Dakota","US-SD",41
"Tennessee","US-TN",43
"Texas","US-TX",37
"Utah","US-UT",40
"Vermont","US-VT",45
"Virginia","US-VA",42
"Washington","US-WA",39
"West Virginia","US-WV",50
"Wisconsin","US-WI",42
"Wyoming","US-WY",43
