"","geoCode","/m/012gx2"
"Alabama","US-AL",24
"Alaska","US-AK",41
"Arizona","US-AZ",35
"Arkansas","US-AR",30
"California","US-CA",37
"Colorado","US-CO",34
"Connecticut","US-CT",35
"Delaware","US-DE",53
"District of Columbia","US-DC",100
"Florida","US-FL",26
"Georgia","US-GA",27
"Hawaii","US-HI",28
"Idaho","US-ID",29
"Illinois","US-IL",30
"Indiana","US-IN",31
"Iowa","US-IA",35
"Kansas","US-KS",30
"Kentucky","US-KY",28
"Louisiana","US-LA",26
"Maine","US-ME",35
"Maryland","US-MD",35
"Massachusetts","US-MA",55
"Michigan","US-MI",33
"Minnesota","US-MN",34
"Mississippi","US-MS",24
"Missouri","US-MO",31
"Montana","US-MT",35
"Nebraska","US-NE",31
"Nevada","US-NV",69
"New Hampshire","US-NH",43
"New Jersey","US-NJ",33
"New Mexico","US-NM",30
"New York","US-NY",27
"North Carolina","US-NC",28
"North Dakota","US-ND",29
"Ohio","US-OH",30
"Oklahoma","US-OK",29
"Oregon","US-OR",36
"Pennsylvania","US-PA",34
"Rhode Island","US-RI",43
"South Carolina","US-SC",28
"South Dakota","US-SD",33
"Tennessee","US-TN",28
"Texas","US-TX",22
"Utah","US-UT",27
"Vermont","US-VT",35
"Virginia","US-VA",33
"Washington","US-WA",33
"West Virginia","US-WV",31
"Wisconsin","US-WI",32
"Wyoming","US-WY",36
