geoName,geoCode,Joe Biden
Alabama,US-AL,41
Alaska,US-AK,51
Arizona,US-AZ,60
Arkansas,US-AR,43
California,US-CA,55
Colorado,US-CO,56
Connecticut,US-CT,65
Delaware,US-DE,97
District of Columbia,US-DC,100
Florida,US-FL,61
Georgia,US-GA,42
Hawaii,US-HI,50
Idaho,US-ID,59
Illinois,US-IL,58
Indiana,US-IN,51
Iowa,US-IA,56
Kansas,US-KS,62
Kentucky,US-KY,50
Louisiana,US-LA,40
Maine,US-ME,75
Maryland,US-MD,55
Massachusetts,US-MA,61
Michigan,US-MI,62
Minnesota,US-MN,68
Mississippi,US-MS,35
Missouri,US-MO,56
Montana,US-MT,57
Nebraska,US-NE,58
Nevada,US-NV,50
New Hampshire,US-NH,77
New Jersey,US-NJ,63
New Mexico,US-NM,55
New York,US-NY,55
North Carolina,US-NC,53
North Dakota,US-ND,52
Ohio,US-OH,66
Oklahoma,US-OK,47
Oregon,US-OR,66
Pennsylvania,US-PA,78
Rhode Island,US-RI,61
South Carolina,US-SC,50
South Dakota,US-SD,56
Tennessee,US-TN,52
Texas,US-TX,44
Utah,US-UT,55
Vermont,US-VT,71
Virginia,US-VA,56
Washington,US-WA,60
West Virginia,US-WV,63
Wisconsin,US-WI,70
Wyoming,US-WY,66
