geoName,geoCode,Joe Biden
Alabama,US-AL,24
Alaska,US-AK,29
Arizona,US-AZ,29
Arkansas,US-AR,24
California,US-CA,22
Colorado,US-CO,49
Connecticut,US-CT,31
Delaware,US-DE,51
District of Columbia,US-DC,100
Florida,US-FL,25
Georgia,US-GA,27
Hawaii,US-HI,26
Idaho,US-ID,28
Illinois,US-IL,26
Indiana,US-IN,27
Iowa,US-IA,25
Kansas,US-KS,28
Kentucky,US-KY,26
Louisiana,US-LA,23
Maine,US-ME,31
Maryland,US-MD,30
Massachusetts,US-MA,35
Michigan,US-MI,28
Minnesota,US-MN,26
Mississippi,US-MS,16
Missouri,US-MO,26
Montana,US-MT,34
Nebraska,US-NE,28
Nevada,US-NV,28
New Hampshire,US-NH,35
New Jersey,US-NJ,28
New Mexico,US-NM,25
New York,US-NY,24
North Carolina,US-NC,26
North Dakota,US-ND,29
Ohio,US-OH,28
Oklahoma,US-OK,28
Oregon,US-OR,29
Pennsylvania,US-PA,29
Rhode Island,US-RI,35
South Carolina,US-SC,24
South Dakota,US-SD,32
Tennessee,US-TN,21
Texas,US-TX,21
Utah,US-UT,24
Vermont,US-VT,31
Virginia,US-VA,28
Washington,US-WA,28
West Virginia,US-WV,33
Wisconsin,US-WI,28
Wyoming,US-WY,27
