geoName,geoCode,Joe Biden
Alabama,US-AL,53
Alaska,US-AK,72
Arizona,US-AZ,60
Arkansas,US-AR,64
California,US-CA,61
Colorado,US-CO,56
Connecticut,US-CT,67
Delaware,US-DE,100
District of Columbia,US-DC,93
Florida,US-FL,51
Georgia,US-GA,52
Hawaii,US-HI,42
Idaho,US-ID,67
Illinois,US-IL,54
Indiana,US-IN,55
Iowa,US-IA,53
Kansas,US-KS,56
Kentucky,US-KY,58
Louisiana,US-LA,44
Maine,US-ME,72
Maryland,US-MD,57
Massachusetts,US-MA,65
Michigan,US-MI,61
Minnesota,US-MN,64
Mississippi,US-MS,52
Missouri,US-MO,59
Montana,US-MT,70
Nebraska,US-NE,58
Nevada,US-NV,50
New Hampshire,US-NH,69
New Jersey,US-NJ,59
New Mexico,US-NM,54
New York,US-NY,51
North Carolina,US-NC,57
North Dakota,US-ND,63
Ohio,US-OH,59
Oklahoma,US-OK,67
Oregon,US-OR,65
Pennsylvania,US-PA,60
Rhode Island,US-RI,71
South Carolina,US-SC,53
South Dakota,US-SD,52
Tennessee,US-TN,55
Texas,US-TX,48
Utah,US-UT,53
Vermont,US-VT,78
Virginia,US-VA,57
Washington,US-WA,59
West Virginia,US-WV,75
Wisconsin,US-WI,59
Wyoming,US-WY,81
