geoName,geoCode,Joe Biden
Alabama,US-AL,23
Alaska,US-AK,22
Arizona,US-AZ,32
Arkansas,US-AR,30
California,US-CA,24
Colorado,US-CO,32
Connecticut,US-CT,33
Delaware,US-DE,48
District of Columbia,US-DC,100
Florida,US-FL,28
Georgia,US-GA,23
Hawaii,US-HI,23
Idaho,US-ID,34
Illinois,US-IL,29
Indiana,US-IN,30
Iowa,US-IA,33
Kansas,US-KS,28
Kentucky,US-KY,28
Louisiana,US-LA,19
Maine,US-ME,44
Maryland,US-MD,39
Massachusetts,US-MA,40
Michigan,US-MI,29
Minnesota,US-MN,33
Mississippi,US-MS,27
Missouri,US-MO,26
Montana,US-MT,37
Nebraska,US-NE,25
Nevada,US-NV,29
New Hampshire,US-NH,51
New Jersey,US-NJ,37
New Mexico,US-NM,26
New York,US-NY,25
North Carolina,US-NC,27
North Dakota,US-ND,34
Ohio,US-OH,30
Oklahoma,US-OK,26
Oregon,US-OR,33
Pennsylvania,US-PA,50
Rhode Island,US-RI,41
South Carolina,US-SC,33
South Dakota,US-SD,30
Tennessee,US-TN,28
Texas,US-TX,21
Utah,US-UT,25
Vermont,US-VT,43
Virginia,US-VA,33
Washington,US-WA,32
West Virginia,US-WV,35
Wisconsin,US-WI,33
Wyoming,US-WY,32
