geoName,geoCode,Joe Biden
Alabama,US-AL,30
Alaska,US-AK,46
Arizona,US-AZ,35
Arkansas,US-AR,32
California,US-CA,25
Colorado,US-CO,32
Connecticut,US-CT,34
Delaware,US-DE,51
District of Columbia,US-DC,100
Florida,US-FL,36
Georgia,US-GA,26
Hawaii,US-HI,21
Idaho,US-ID,33
Illinois,US-IL,29
Indiana,US-IN,35
Iowa,US-IA,36
Kansas,US-KS,32
Kentucky,US-KY,72
Louisiana,US-LA,22
Maine,US-ME,30
Maryland,US-MD,36
Massachusetts,US-MA,37
Michigan,US-MI,32
Minnesota,US-MN,32
Mississippi,US-MS,24
Missouri,US-MO,33
Montana,US-MT,32
Nebraska,US-NE,36
Nevada,US-NV,28
New Hampshire,US-NH,27
New Jersey,US-NJ,33
New Mexico,US-NM,35
New York,US-NY,27
North Carolina,US-NC,30
North Dakota,US-ND,27
Ohio,US-OH,42
Oklahoma,US-OK,30
Oregon,US-OR,32
Pennsylvania,US-PA,37
Rhode Island,US-RI,35
South Carolina,US-SC,31
South Dakota,US-SD,29
Tennessee,US-TN,29
Texas,US-TX,28
Utah,US-UT,31
Vermont,US-VT,28
Virginia,US-VA,36
Washington,US-WA,32
West Virginia,US-WV,29
Wisconsin,US-WI,31
Wyoming,US-WY,43
