geoName,geoCode,Joe Biden
Alabama,US-AL,27
Alaska,US-AK,21
Arizona,US-AZ,34
Arkansas,US-AR,32
California,US-CA,35
Colorado,US-CO,41
Connecticut,US-CT,46
Delaware,US-DE,63
District of Columbia,US-DC,100
Florida,US-FL,36
Georgia,US-GA,30
Hawaii,US-HI,29
Idaho,US-ID,32
Illinois,US-IL,40
Indiana,US-IN,34
Iowa,US-IA,45
Kansas,US-KS,34
Kentucky,US-KY,36
Louisiana,US-LA,28
Maine,US-ME,56
Maryland,US-MD,45
Massachusetts,US-MA,51
Michigan,US-MI,44
Minnesota,US-MN,48
Mississippi,US-MS,20
Missouri,US-MO,36
Montana,US-MT,43
Nebraska,US-NE,34
Nevada,US-NV,36
New Hampshire,US-NH,52
New Jersey,US-NJ,38
New Mexico,US-NM,33
New York,US-NY,36
North Carolina,US-NC,35
North Dakota,US-ND,24
Ohio,US-OH,36
Oklahoma,US-OK,28
Oregon,US-OR,54
Pennsylvania,US-PA,43
Rhode Island,US-RI,52
South Carolina,US-SC,32
South Dakota,US-SD,51
Tennessee,US-TN,35
Texas,US-TX,26
Utah,US-UT,28
Vermont,US-VT,62
Virginia,US-VA,41
Washington,US-WA,48
West Virginia,US-WV,33
Wisconsin,US-WI,51
Wyoming,US-WY,26
