geoName,geoCode,Joe Biden
Alabama,US-AL,56
Alaska,US-AK,71
Arizona,US-AZ,61
Arkansas,US-AR,68
California,US-CA,54
Colorado,US-CO,64
Connecticut,US-CT,55
Delaware,US-DE,71
District of Columbia,US-DC,100
Florida,US-FL,60
Georgia,US-GA,58
Hawaii,US-HI,56
Idaho,US-ID,76
Illinois,US-IL,63
Indiana,US-IN,67
Iowa,US-IA,64
Kansas,US-KS,63
Kentucky,US-KY,59
Louisiana,US-LA,51
Maine,US-ME,76
Maryland,US-MD,56
Massachusetts,US-MA,63
Michigan,US-MI,71
Minnesota,US-MN,68
Mississippi,US-MS,55
Missouri,US-MO,66
Montana,US-MT,76
Nebraska,US-NE,71
Nevada,US-NV,53
New Hampshire,US-NH,67
New Jersey,US-NJ,61
New Mexico,US-NM,62
New York,US-NY,55
North Carolina,US-NC,59
North Dakota,US-ND,79
Ohio,US-OH,69
Oklahoma,US-OK,62
Oregon,US-OR,57
Pennsylvania,US-PA,68
Rhode Island,US-RI,66
South Carolina,US-SC,52
South Dakota,US-SD,79
Tennessee,US-TN,63
Texas,US-TX,58
Utah,US-UT,63
Vermont,US-VT,64
Virginia,US-VA,64
Washington,US-WA,67
West Virginia,US-WV,81
Wisconsin,US-WI,65
Wyoming,US-WY,86
