geoName,geoCode,Joe Biden
Alabama,US-AL,28
Alaska,US-AK,46
Arizona,US-AZ,32
Arkansas,US-AR,27
California,US-CA,25
Colorado,US-CO,28
Connecticut,US-CT,32
Delaware,US-DE,55
District of Columbia,US-DC,100
Florida,US-FL,28
Georgia,US-GA,26
Hawaii,US-HI,28
Idaho,US-ID,34
Illinois,US-IL,33
Indiana,US-IN,34
Iowa,US-IA,32
Kansas,US-KS,35
Kentucky,US-KY,34
Louisiana,US-LA,26
Maine,US-ME,39
Maryland,US-MD,36
Massachusetts,US-MA,32
Michigan,US-MI,33
Minnesota,US-MN,34
Mississippi,US-MS,27
Missouri,US-MO,32
Montana,US-MT,35
Nebraska,US-NE,28
Nevada,US-NV,32
New Hampshire,US-NH,33
New Jersey,US-NJ,34
New Mexico,US-NM,26
New York,US-NY,27
North Carolina,US-NC,30
North Dakota,US-ND,31
Ohio,US-OH,32
Oklahoma,US-OK,30
Oregon,US-OR,31
Pennsylvania,US-PA,35
Rhode Island,US-RI,38
South Carolina,US-SC,31
South Dakota,US-SD,23
Tennessee,US-TN,33
Texas,US-TX,23
Utah,US-UT,27
Vermont,US-VT,40
Virginia,US-VA,35
Washington,US-WA,30
West Virginia,US-WV,30
Wisconsin,US-WI,34
Wyoming,US-WY,31
