geoName,geoCode,Joe Biden
Alabama,US-AL,70
Alaska,US-AK,65
Arizona,US-AZ,85
Arkansas,US-AR,66
California,US-CA,95
Colorado,US-CO,82
Connecticut,US-CT,86
Delaware,US-DE,100
District of Columbia,US-DC,80
Florida,US-FL,84
Georgia,US-GA,77
Hawaii,US-HI,73
Idaho,US-ID,64
Illinois,US-IL,83
Indiana,US-IN,77
Iowa,US-IA,73
Kansas,US-KS,71
Kentucky,US-KY,70
Louisiana,US-LA,65
Maine,US-ME,69
Maryland,US-MD,86
Massachusetts,US-MA,93
Michigan,US-MI,73
Minnesota,US-MN,78
Mississippi,US-MS,68
Missouri,US-MO,68
Montana,US-MT,59
Nebraska,US-NE,75
Nevada,US-NV,79
New Hampshire,US-NH,73
New Jersey,US-NJ,94
New Mexico,US-NM,79
New York,US-NY,83
North Carolina,US-NC,77
North Dakota,US-ND,63
Ohio,US-OH,78
Oklahoma,US-OK,66
Oregon,US-OR,74
Pennsylvania,US-PA,86
Rhode Island,US-RI,86
South Carolina,US-SC,74
South Dakota,US-SD,63
Tennessee,US-TN,73
Texas,US-TX,82
Utah,US-UT,71
Vermont,US-VT,71
Virginia,US-VA,78
Washington,US-WA,83
West Virginia,US-WV,69
Wisconsin,US-WI,70
Wyoming,US-WY,64
