geoName,geoCode,Joe Biden
Alabama,US-AL,64
Alaska,US-AK,89
Arizona,US-AZ,71
Arkansas,US-AR,61
California,US-CA,59
Colorado,US-CO,67
Connecticut,US-CT,72
Delaware,US-DE,94
District of Columbia,US-DC,100
Florida,US-FL,74
Georgia,US-GA,59
Hawaii,US-HI,57
Idaho,US-ID,76
Illinois,US-IL,67
Indiana,US-IN,64
Iowa,US-IA,82
Kansas,US-KS,70
Kentucky,US-KY,62
Louisiana,US-LA,59
Maine,US-ME,82
Maryland,US-MD,62
Massachusetts,US-MA,69
Michigan,US-MI,68
Minnesota,US-MN,74
Mississippi,US-MS,61
Missouri,US-MO,68
Montana,US-MT,91
Nebraska,US-NE,83
Nevada,US-NV,63
New Hampshire,US-NH,89
New Jersey,US-NJ,66
New Mexico,US-NM,65
New York,US-NY,62
North Carolina,US-NC,58
North Dakota,US-ND,91
Ohio,US-OH,82
Oklahoma,US-OK,70
Oregon,US-OR,71
Pennsylvania,US-PA,82
Rhode Island,US-RI,69
South Carolina,US-SC,68
South Dakota,US-SD,84
Tennessee,US-TN,61
Texas,US-TX,59
Utah,US-UT,71
Vermont,US-VT,79
Virginia,US-VA,62
Washington,US-WA,63
West Virginia,US-WV,74
Wisconsin,US-WI,73
Wyoming,US-WY,86
