geoName,geoCode,Joe Biden
Alabama,US-AL,35
Alaska,US-AK,49
Arizona,US-AZ,42
Arkansas,US-AR,37
California,US-CA,43
Colorado,US-CO,43
Connecticut,US-CT,48
Delaware,US-DE,61
District of Columbia,US-DC,100
Florida,US-FL,46
Georgia,US-GA,36
Hawaii,US-HI,43
Idaho,US-ID,47
Illinois,US-IL,39
Indiana,US-IN,42
Iowa,US-IA,43
Kansas,US-KS,38
Kentucky,US-KY,36
Louisiana,US-LA,35
Maine,US-ME,48
Maryland,US-MD,47
Massachusetts,US-MA,47
Michigan,US-MI,39
Minnesota,US-MN,46
Mississippi,US-MS,33
Missouri,US-MO,40
Montana,US-MT,50
Nebraska,US-NE,45
Nevada,US-NV,40
New Hampshire,US-NH,48
New Jersey,US-NJ,43
New Mexico,US-NM,42
New York,US-NY,53
North Carolina,US-NC,36
North Dakota,US-ND,36
Ohio,US-OH,37
Oklahoma,US-OK,42
Oregon,US-OR,48
Pennsylvania,US-PA,43
Rhode Island,US-RI,49
South Carolina,US-SC,42
South Dakota,US-SD,36
Tennessee,US-TN,39
Texas,US-TX,38
Utah,US-UT,33
Vermont,US-VT,62
Virginia,US-VA,44
Washington,US-WA,44
West Virginia,US-WV,43
Wisconsin,US-WI,44
Wyoming,US-WY,39
