geoName,geoCode,Joe Biden
Alabama,US-AL,68
Alaska,US-AK,74
Arizona,US-AZ,66
Arkansas,US-AR,65
California,US-CA,59
Colorado,US-CO,64
Connecticut,US-CT,73
Delaware,US-DE,90
District of Columbia,US-DC,100
Florida,US-FL,68
Georgia,US-GA,70
Hawaii,US-HI,57
Idaho,US-ID,80
Illinois,US-IL,61
Indiana,US-IN,65
Iowa,US-IA,67
Kansas,US-KS,69
Kentucky,US-KY,66
Louisiana,US-LA,60
Maine,US-ME,84
Maryland,US-MD,59
Massachusetts,US-MA,67
Michigan,US-MI,61
Minnesota,US-MN,72
Mississippi,US-MS,54
Missouri,US-MO,66
Montana,US-MT,73
Nebraska,US-NE,74
Nevada,US-NV,58
New Hampshire,US-NH,85
New Jersey,US-NJ,69
New Mexico,US-NM,65
New York,US-NY,63
North Carolina,US-NC,67
North Dakota,US-ND,81
Ohio,US-OH,67
Oklahoma,US-OK,74
Oregon,US-OR,65
Pennsylvania,US-PA,84
Rhode Island,US-RI,65
South Carolina,US-SC,70
South Dakota,US-SD,72
Tennessee,US-TN,64
Texas,US-TX,57
Utah,US-UT,65
Vermont,US-VT,81
Virginia,US-VA,71
Washington,US-WA,60
West Virginia,US-WV,81
Wisconsin,US-WI,70
Wyoming,US-WY,65
