geoName,geoCode,Joe Biden
Alabama,US-AL,30
Alaska,US-AK,48
Arizona,US-AZ,39
Arkansas,US-AR,34
California,US-CA,26
Colorado,US-CO,34
Connecticut,US-CT,41
Delaware,US-DE,49
District of Columbia,US-DC,100
Florida,US-FL,30
Georgia,US-GA,29
Hawaii,US-HI,22
Idaho,US-ID,34
Illinois,US-IL,34
Indiana,US-IN,32
Iowa,US-IA,38
Kansas,US-KS,34
Kentucky,US-KY,35
Louisiana,US-LA,26
Maine,US-ME,43
Maryland,US-MD,41
Massachusetts,US-MA,59
Michigan,US-MI,45
Minnesota,US-MN,37
Mississippi,US-MS,28
Missouri,US-MO,35
Montana,US-MT,37
Nebraska,US-NE,41
Nevada,US-NV,29
New Hampshire,US-NH,51
New Jersey,US-NJ,32
New Mexico,US-NM,35
New York,US-NY,27
North Carolina,US-NC,30
North Dakota,US-ND,43
Ohio,US-OH,37
Oklahoma,US-OK,35
Oregon,US-OR,38
Pennsylvania,US-PA,40
Rhode Island,US-RI,51
South Carolina,US-SC,34
South Dakota,US-SD,38
Tennessee,US-TN,33
Texas,US-TX,25
Utah,US-UT,29
Vermont,US-VT,35
Virginia,US-VA,40
Washington,US-WA,31
West Virginia,US-WV,38
Wisconsin,US-WI,38
Wyoming,US-WY,42
