geoName,geoCode,Joe Biden
Alabama,US-AL,28
Alaska,US-AK,37
Arizona,US-AZ,36
Arkansas,US-AR,33
California,US-CA,36
Colorado,US-CO,33
Connecticut,US-CT,40
Delaware,US-DE,55
District of Columbia,US-DC,100
Florida,US-FL,33
Georgia,US-GA,30
Hawaii,US-HI,34
Idaho,US-ID,41
Illinois,US-IL,33
Indiana,US-IN,34
Iowa,US-IA,41
Kansas,US-KS,37
Kentucky,US-KY,27
Louisiana,US-LA,27
Maine,US-ME,41
Maryland,US-MD,38
Massachusetts,US-MA,43
Michigan,US-MI,35
Minnesota,US-MN,40
Mississippi,US-MS,27
Missouri,US-MO,35
Montana,US-MT,40
Nebraska,US-NE,35
Nevada,US-NV,34
New Hampshire,US-NH,41
New Jersey,US-NJ,38
New Mexico,US-NM,37
New York,US-NY,35
North Carolina,US-NC,31
North Dakota,US-ND,41
Ohio,US-OH,34
Oklahoma,US-OK,36
Oregon,US-OR,36
Pennsylvania,US-PA,35
Rhode Island,US-RI,39
South Carolina,US-SC,29
South Dakota,US-SD,37
Tennessee,US-TN,32
Texas,US-TX,29
Utah,US-UT,34
Vermont,US-VT,49
Virginia,US-VA,35
Washington,US-WA,36
West Virginia,US-WV,34
Wisconsin,US-WI,37
Wyoming,US-WY,41
