geoName,geoCode,Joe Biden
Alabama,US-AL,56
Alaska,US-AK,67
Arizona,US-AZ,87
Arkansas,US-AR,69
California,US-CA,65
Colorado,US-CO,78
Connecticut,US-CT,77
Delaware,US-DE,95
District of Columbia,US-DC,95
Florida,US-FL,81
Georgia,US-GA,74
Hawaii,US-HI,65
Idaho,US-ID,82
Illinois,US-IL,72
Indiana,US-IN,71
Iowa,US-IA,69
Kansas,US-KS,71
Kentucky,US-KY,62
Louisiana,US-LA,57
Maine,US-ME,83
Maryland,US-MD,71
Massachusetts,US-MA,89
Michigan,US-MI,87
Minnesota,US-MN,93
Mississippi,US-MS,54
Missouri,US-MO,78
Montana,US-MT,78
Nebraska,US-NE,77
Nevada,US-NV,68
New Hampshire,US-NH,90
New Jersey,US-NJ,86
New Mexico,US-NM,73
New York,US-NY,79
North Carolina,US-NC,79
North Dakota,US-ND,72
Ohio,US-OH,81
Oklahoma,US-OK,67
Oregon,US-OR,75
Pennsylvania,US-PA,100
Rhode Island,US-RI,76
South Carolina,US-SC,58
South Dakota,US-SD,71
Tennessee,US-TN,74
Texas,US-TX,71
Utah,US-UT,70
Vermont,US-VT,84
Virginia,US-VA,80
Washington,US-WA,83
West Virginia,US-WV,79
Wisconsin,US-WI,86
Wyoming,US-WY,86
